molecule,augmented_lalas,lalas,n_rings,n_branching_points,n_secondary_branching_points,n_LAL,L_ratio,longest_L,longest_L_degeneracy,second_longest_L,A_ratio,A_ratio_insensitive,Aa_ratio,longest_A,longest_A_insensitive,longest_A_degeneracy,second_longest_A,second_longest_A_insensitive
hc_c34h20_0pent_292,LAaaLa,LAAALA,8,0,0,0,0.3333,1,2,0,0.1667,0.6667,0.3333,2,3,1,1,1
hc_c34h20_0pent_293,LAaaaA,LAAAAA,8,0,0,0,0.1667,1,1,0,0.3333,0.8333,0.6667,3,5,1,1,0
hc_c34h20_0pent_294,LAAAaL,LAAAAL,8,0,0,0,0.3333,1,2,0,0.5000,0.6667,0.3333,3,4,1,1,0
hc_c34h20_0pent_295,LAaaaa,LAAAAA,8,0,0,0,0.1667,1,1,0,0.1667,0.8333,0.2500,4,5,1,1,0
hc_c34h20_0pent_296,ALA()AA,ALA()AA,8,1,0,0,0.1667,1,1,0,0.6667,0.6667,0.0000,3,3,1,1,1
hc_c34h20_0pent_297,AALA()A,AALA()A,8,1,0,0,0.1667,1,1,0,0.6667,0.6667,0.0000,2,2,2,0,0
hc_c34h20_0pent_298,ALA(A)a,ALA(A)A,8,1,0,0,0.1667,1,1,0,0.5000,0.6667,0.3333,2,2,2,1,1
hc_c34h20_0pent_299,ALA(a)a,ALA(A)A,8,1,0,0,0.1667,1,1,0,0.3333,0.6667,1.0000,1,2,2,0,1
hc_c34h20_0pent_3,AA(A)A(),AA(A)A(),8,2,0,0,0.0000,0,9,0,0.6667,0.6667,0.0000,3,3,2,0,0
hc_c34h20_0pent_30,AaaAAa,AAAAAA,8,0,0,0,0.0000,0,7,0,0.5000,1.0000,1.0000,2,6,1,1,0
hc_c34h20_0pent_300,AALA()a,AALA()A,8,1,0,0,0.1667,1,1,0,0.5000,0.6667,0.3333,2,2,2,1,0
hc_c34h20_0pent_301,ALA()A(),ALA()A(),8,2,0,0,0.1667,1,1,0,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_302,ALA()aa,ALA()AA,8,1,0,0,0.1667,1,1,0,0.3333,0.6667,1.0000,2,3,1,1,1
hc_c34h20_0pent_303,ALa()AA,ALA()AA,8,1,0,0,0.1667,1,1,0,0.5000,0.6667,0.3333,2,3,1,1,1
hc_c34h20_0pent_304,ALa()A(),ALA()A(),8,2,0,0,0.1667,1,1,0,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_305,AALa()A,AALA()A,8,1,0,0,0.1667,1,1,0,0.5000,0.6667,0.3333,2,2,2,1,0
hc_c34h20_0pent_306,ALA(A)A,ALA(A)A,8,1,0,0,0.1667,1,1,0,0.6667,0.6667,0.0000,2,2,2,1,1
hc_c34h20_0pent_307,AALa()a,AALA()A,8,1,0,0,0.1667,1,1,0,0.3333,0.6667,1.0000,2,2,2,0,0
hc_c34h20_0pent_308,ALA(a)A,ALA(A)A,8,1,0,0,0.1667,1,1,0,0.5000,0.6667,0.3333,2,2,2,1,1
hc_c34h20_0pent_309,ALa()aa,ALA()AA,8,1,0,0,0.1667,1,1,0,0.1667,0.6667,0.3333,3,3,1,1,1
hc_c34h20_0pent_31,AA()aaA,AA()AAA,8,1,0,0,0.0000,0,8,0,0.5000,0.8333,0.6667,2,5,1,1,0
hc_c34h20_0pent_310,A()LA()a,A()LA()A,8,2,0,0,0.1667,1,1,0,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_311,A()LA()A,A()LA()A,8,2,0,0,0.1667,1,1,0,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_312,A()LAAA,A()LAAA,8,1,0,0,0.1667,1,1,0,0.6667,0.6667,0.0000,3,3,1,1,1
hc_c34h20_0pent_313,LA()AAA,LA()AAA,8,1,0,0,0.1667,1,1,0,0.6667,0.6667,0.0000,4,4,1,0,0
hc_c34h20_0pent_314,LA(a)AA,LA(A)AA,8,1,0,0,0.1667,1,1,0,0.5000,0.6667,0.3333,3,3,1,1,2
hc_c34h20_0pent_315,LA(A)aa,LA(A)AA,8,1,0,0,0.1667,1,1,0,0.3333,0.6667,1.0000,2,3,1,1,2
hc_c34h20_0pent_316,LA(a)aa,LA(A)AA,8,1,0,0,0.1667,1,1,0,0.1667,0.6667,0.3333,2,3,1,1,2
hc_c34h20_0pent_317,LA(A)AA,LA(A)AA,8,1,0,0,0.1667,1,1,0,0.6667,0.6667,0.0000,3,3,1,2,2
hc_c34h20_0pent_318,LA()A()A,LA()A()A,8,2,0,0,0.1667,1,1,0,0.5000,0.5000,0.0000,3,3,1,0,0
hc_c34h20_0pent_319,LA()A()a,LA()A()A,8,2,0,0,0.1667,1,1,0,0.3333,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_32,A()AAaa,A()AAAA,8,1,0,0,0.0000,0,8,0,0.5000,0.8333,0.6667,3,5,1,2,0
hc_c34h20_0pent_320,LA()a()a,LA()A()A,8,2,0,0,0.1667,1,1,0,0.1667,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_321,LA(A)A(),LA(A)A(),8,2,0,0,0.1667,1,1,0,0.5000,0.5000,0.0000,2,2,2,0,0
hc_c34h20_0pent_322,LA(a)A(),LA(A)A(),8,2,0,0,0.1667,1,1,0,0.3333,0.5000,0.5000,2,2,2,1,0
hc_c34h20_0pent_323,LA()aaa,LA()AAA,8,1,0,0,0.1667,1,1,0,0.1667,0.6667,0.3333,3,4,1,1,0
hc_c34h20_0pent_324,ALaaaa,ALAAAA,8,0,0,0,0.1667,1,1,0,0.1667,0.8333,0.2500,4,4,1,1,1
hc_c34h20_0pent_325,AALaaa,AALAAA,8,0,0,0,0.1667,1,1,0,0.3333,0.8333,0.6667,3,3,1,2,2
hc_c34h20_0pent_326,ALAAAA,ALAAAA,8,0,0,0,0.1667,1,1,0,0.8333,0.8333,0.0000,4,4,1,1,1
hc_c34h20_0pent_327,AALAAA,AALAAA,8,0,0,0,0.1667,1,1,0,0.8333,0.8333,0.0000,3,3,1,2,2
hc_c34h20_0pent_328,LLAAAA,LLAAAA,8,0,0,0,0.3333,2,1,0,0.6667,0.6667,0.0000,4,4,1,0,0
hc_c34h20_0pent_329,LLAAAL,LLAAAL,8,0,0,0,0.5000,2,1,1,0.5000,0.5000,0.0000,3,3,1,0,0
hc_c34h20_0pent_33,AAaaAA,AAAAAA,8,0,0,0,0.0000,0,7,0,0.6667,1.0000,0.5000,2,6,1,0,0
hc_c34h20_0pent_330,LLAAAa,LLAAAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,3,4,1,1,0
hc_c34h20_0pent_331,LLAALA,LLAALA,8,0,0,0,0.5000,2,1,1,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_332,LLAALL,LLAALL,8,0,0,0,0.6667,2,2,0,0.3333,0.3333,0.0000,2,2,1,0,0
hc_c34h20_0pent_333,LLAALa,LLAALA,8,0,0,0,0.5000,2,1,1,0.3333,0.5000,0.5000,2,2,1,1,1
hc_c34h20_0pent_334,LLAA()L,LLAA()L,8,1,0,0,0.5000,2,1,1,0.3333,0.3333,0.0000,2,2,1,0,0
hc_c34h20_0pent_335,LLA()AL,LLA()AL,8,1,0,0,0.5000,2,1,1,0.3333,0.3333,0.0000,2,2,1,0,0
hc_c34h20_0pent_336,LAALLa,LAALLA,8,0,0,0,0.5000,2,1,1,0.3333,0.5000,0.5000,2,2,1,1,1
hc_c34h20_0pent_337,LAALLA,LAALLA,8,0,0,0,0.5000,2,1,1,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_338,LLA()Aa,LLA()AA,8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_339,ALLaaA,ALLAAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,2,3,1,1,1
hc_c34h20_0pent_34,Aa()AAa,AA()AAA,8,1,0,0,0.0000,0,8,0,0.5000,0.8333,0.6667,2,5,1,1,0
hc_c34h20_0pent_340,ALLAAa,ALLAAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,2,3,1,1,1
hc_c34h20_0pent_341,LLAAA(),LLAAA(),8,1,0,0,0.3333,2,1,0,0.5000,0.5000,0.0000,3,3,1,0,0
hc_c34h20_0pent_342,LLAAaA,LLAAAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,2,4,1,1,0
hc_c34h20_0pent_343,LLAAaL,LLAAAL,8,0,0,0,0.5000,2,1,1,0.3333,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_344,LLAAaa,LLAAAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,2,4,1,0,0
hc_c34h20_0pent_345,LLALAA,LLALAA,8,0,0,1,0.5000,2,1,1,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_346,LLALAL,LLALAL,8,0,0,2,0.6667,2,1,1,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_347,LLALAa,LLALAA,8,0,0,1,0.5000,2,1,1,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_348,LLA()LL,LLA()LL,8,1,0,0,0.6667,2,2,0,0.1667,0.1667,0.0000,1,1,1,0,0
hc_c34h20_0pent_349,LLALLa,LLALLA,8,0,0,1,0.6667,2,2,0,0.1667,0.3333,1.0000,1,1,2,0,0
hc_c34h20_0pent_35,A()AAaA,A()AAAA,8,1,0,0,0.0000,0,8,0,0.6667,0.8333,0.2500,3,5,1,1,0
hc_c34h20_0pent_350,LLALLA,LLALLA,8,0,0,1,0.6667,2,2,0,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_351,ALLaLA,ALLALA,8,0,0,1,0.5000,2,1,1,0.3333,0.5000,0.5000,1,1,3,0,0
hc_c34h20_0pent_352,ALLALa,ALLALA,8,0,0,1,0.5000,2,1,1,0.3333,0.5000,0.5000,1,1,3,0,0
hc_c34h20_0pent_353,LLALA(),LLALA(),8,1,0,1,0.5000,2,1,1,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_354,LLALaA,LLALAA,8,0,0,1,0.5000,2,1,1,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_355,LLALaL,LLALAL,8,0,0,2,0.6667,2,1,1,0.1667,0.3333,1.0000,1,1,2,0,0
hc_c34h20_0pent_356,LLALaa,LLALAA,8,0,0,1,0.5000,2,1,1,0.1667,0.5000,0.5000,2,2,1,1,1
hc_c34h20_0pent_357,LA()LLa,LA()LLA,8,1,0,0,0.5000,2,1,1,0.1667,0.3333,1.0000,1,1,2,0,0
hc_c34h20_0pent_358,LA()LLA,LA()LLA,8,1,0,0,0.5000,2,1,1,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_359,LLA()LA,LLA()LA,8,1,0,0,0.5000,2,1,1,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_36,AaAAaA,AAAAAA,8,0,0,0,0.0000,0,7,0,0.6667,1.0000,0.5000,2,6,1,1,0
hc_c34h20_0pent_360,LLA()La,LLA()LA,8,1,0,0,0.5000,2,1,1,0.1667,0.3333,1.0000,1,1,2,0,0
hc_c34h20_0pent_361,LLA(A)L,LLA(A)L,8,1,0,0,0.5000,2,1,1,0.3333,0.3333,0.0000,2,2,1,1,1
hc_c34h20_0pent_362,LLA(L)L,LLA(L)L,8,1,0,0,0.6667,2,1,1,0.1667,0.1667,0.0000,1,1,1,0,0
hc_c34h20_0pent_363,LLA(a)L,LLA(A)L,8,1,0,0,0.5000,2,1,1,0.1667,0.3333,1.0000,1,2,1,0,1
hc_c34h20_0pent_364,LALLaa,LALLAA,8,0,0,1,0.5000,2,1,1,0.1667,0.5000,0.5000,2,2,1,1,1
hc_c34h20_0pent_365,LALLaL,LALLAL,8,0,0,2,0.6667,2,1,1,0.1667,0.3333,1.0000,1,1,2,0,0
hc_c34h20_0pent_366,LALLaA,LALLAA,8,0,0,1,0.5000,2,1,1,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_367,LALLA(),LALLA(),8,1,0,1,0.5000,2,1,1,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_368,ALLaLa,ALLALA,8,0,0,1,0.5000,2,1,1,0.1667,0.5000,0.5000,1,1,3,0,0
hc_c34h20_0pent_369,ALLALA,ALLALA,8,0,0,1,0.5000,2,1,1,0.5000,0.5000,0.0000,1,1,3,0,0
hc_c34h20_0pent_37,AAaaAa,AAAAAA,8,0,0,0,0.0000,0,7,0,0.5000,1.0000,1.0000,2,6,1,1,0
hc_c34h20_0pent_370,LALLAa,LALLAA,8,0,0,1,0.5000,2,1,1,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_371,LALLAL,LALLAL,8,0,0,2,0.6667,2,1,1,0.3333,0.3333,0.0000,1,1,2,0,0
hc_c34h20_0pent_372,LALLAA,LALLAA,8,0,0,1,0.5000,2,1,1,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_373,AALLaA,AALLAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,2,2,2,1,0
hc_c34h20_0pent_374,AaLLAa,AALLAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,1,2,2,0,0
hc_c34h20_0pent_375,A()LLAa,A()LLAA,8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_376,ALLaA(),ALLAA(),8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_377,ALLaAA,ALLAAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,2,3,1,1,1
hc_c34h20_0pent_378,ALLAA(),ALLAA(),8,1,0,0,0.3333,2,1,0,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_379,ALLAaa,ALLAAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,2,3,1,1,1
hc_c34h20_0pent_38,AaA()Aa,AAA()AA,8,1,0,0,0.0000,0,8,0,0.5000,0.8333,0.6667,2,5,1,1,0
hc_c34h20_0pent_380,AaLLaA,AALLAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,1,2,2,0,0
hc_c34h20_0pent_381,AALLAa,AALLAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,2,2,2,1,0
hc_c34h20_0pent_382,LLAA()A,LLAA()A,8,1,0,0,0.3333,2,1,0,0.5000,0.5000,0.0000,3,3,1,0,0
hc_c34h20_0pent_383,LLAA()a,LLAA()A,8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_384,LLAaAA,LLAAAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,2,4,1,1,0
hc_c34h20_0pent_385,LLAaAL,LLAAAL,8,0,0,0,0.5000,2,1,1,0.3333,0.5000,0.5000,1,3,1,0,0
hc_c34h20_0pent_386,LLAaAa,LLAAAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,1,4,1,0,0
hc_c34h20_0pent_387,LLAaA(),LLAAA(),8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,1,3,1,0,0
hc_c34h20_0pent_388,LLA()aA,LLA()AA,8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,1,3,1,0,0
hc_c34h20_0pent_389,ALLaAa,ALLAAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,1,3,1,0,1
hc_c34h20_0pent_39,A()AaaA,A()AAAA,8,1,0,0,0.0000,0,8,0,0.5000,0.8333,0.6667,2,5,1,1,0
hc_c34h20_0pent_390,ALLAaA,ALLAAA,8,0,0,0,0.3333,2,1,0,0.5000,0.6667,0.3333,1,3,1,0,1
hc_c34h20_0pent_391,LLAa()A,LLAA()A,8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,1,3,1,0,0
hc_c34h20_0pent_392,LLA()aL,LLA()AL,8,1,0,0,0.5000,2,1,1,0.1667,0.3333,1.0000,1,2,1,0,0
hc_c34h20_0pent_393,LAaLLA,LAALLA,8,0,0,0,0.5000,2,1,1,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_394,LAaLLa,LAALLA,8,0,0,0,0.5000,2,1,1,0.1667,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_395,LLAa()L,LLAA()L,8,1,0,0,0.5000,2,1,1,0.1667,0.3333,1.0000,1,2,1,0,0
hc_c34h20_0pent_396,LLAaLA,LLAALA,8,0,0,0,0.5000,2,1,1,0.3333,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_397,LLAaLL,LLAALL,8,0,0,0,0.6667,2,2,0,0.1667,0.3333,1.0000,1,2,1,0,0
hc_c34h20_0pent_398,LLAaLa,LLAALA,8,0,0,0,0.5000,2,1,1,0.1667,0.5000,0.5000,1,2,1,0,1
hc_c34h20_0pent_399,LLAa()a,LLAA()A,8,1,0,0,0.3333,2,1,0,0.1667,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_4,AA()a()a,AA()A()A,8,2,0,0,0.0000,0,9,0,0.3333,0.6667,1.0000,2,4,1,0,0
hc_c34h20_0pent_40,AaAaaA,AAAAAA,8,0,0,0,0.0000,0,7,0,0.5000,1.0000,1.0000,2,6,1,1,0
hc_c34h20_0pent_400,LLAaaA,LLAAAA,8,0,0,0,0.3333,2,1,0,0.3333,0.6667,1.0000,2,4,1,1,0
hc_c34h20_0pent_401,LLAaaL,LLAAAL,8,0,0,0,0.5000,2,1,1,0.1667,0.5000,0.5000,2,3,1,1,0
hc_c34h20_0pent_402,LLAaaa,LLAAAA,8,0,0,0,0.3333,2,1,0,0.1667,0.6667,0.3333,3,4,1,1,0
hc_c34h20_0pent_403,ALLA()A,ALLA()A,8,1,0,0,0.3333,2,1,0,0.5000,0.5000,0.0000,2,2,1,1,1
hc_c34h20_0pent_404,ALLA()a,ALLA()A,8,1,0,0,0.3333,2,1,0,0.3333,0.5000,0.5000,1,2,1,0,1
