molecule_id,annulation,n_branches,longest_A,longest_L,longest_L_degeneracy,second_longest_L,ratio_L,n_LAL,n_rings
hc_c38h22_0pent_904,aaala()a,1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_3557,laa(l)a()a,2,2,1,2,0,0.3333333333333333,0,10
hc_c34h20_0pent_168,lala()a,1,2,1,2,0,0.4,1,8
hc_c42h24_0pent_5466,aallalaa,0,2,2,1,1,0.375,1,10
hc_c42h24_0pent_4397,aa()a(a)la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2401,la()laa()a,2,3,1,2,0,0.3333333333333333,0,10
hc_c22h14_0pent_12,lll,0,0,3,1,0,1.0,0,5
hc_c26h16_0pent_36,alll,0,1,3,1,0,0.75,0,6
hc_c42h24_0pent_5120,aaallall,0,3,2,2,0,0.5,1,10
hc_c34h20_0pent_372,aallal,0,2,2,1,1,0.5,1,8
hc_c38h22_0pent_836,aaaa()la,1,4,1,1,0,0.16666666666666666,0,9
hc_c34h20_0pent_250,a()aala,1,3,1,1,0,0.2,0,8
hc_c38h22_0pent_1646,aa()llla,1,2,3,1,0,0.5,0,9
hc_c42h24_0pent_1712,alaaaa()l,1,4,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3387,aaaa(l)aa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5142,aa()llala,1,2,2,1,1,0.42857142857142855,1,10
hc_c42h24_0pent_3338,aa(a)aa()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2982,laaa(l)la,1,3,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_2483,aaa(l)lal,1,3,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_4742,allaa(l)a,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_5304,lla(a)laa,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_112,a()aaaaaa,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_5240,llalaaal,0,3,2,1,1,0.5,1,10
hc_c42h24_0pent_954,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_1308,a()aa(l)a(),3,3,1,1,0,0.2,0,10
hc_c38h22_0pent_183,aa(a)aaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_2582,a()a()alaa,2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1399,aaa()aala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1951,ala(l)laa,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_1293,aaa()aa()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_6560,aaa(a)lll,1,4,3,1,0,0.42857142857142855,0,10
hc_c38h22_0pent_1319,allala(),1,1,2,1,1,0.5,1,9
hc_c42h24_0pent_2769,aaaalaa(),1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5182,allalaaa,0,3,2,1,1,0.375,1,10
hc_c42h24_0pent_5169,llalaaaa,0,4,2,1,1,0.375,1,10
hc_c42h24_0pent_260,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c38h22_0pent_630,lalaa()a,1,3,1,2,0,0.3333333333333333,1,9
hc_c38h22_0pent_391,aa()aala,1,4,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_3013,alaaalaa,0,3,1,2,0,0.25,0,10
hc_c42h24_0pent_1328,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_581,aaaaaa()a,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_6455,aaaaalll,0,5,3,1,0,0.375,0,10
hc_c38h22_0pent_179,aa()aaaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_1729,aaaa()aal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4222,aa()laaal,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_1003,aa(a)aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_680,aa()alaa,1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_1301,aaaaa(l)a,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4014,aa()aaa()l,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_4147,laa(a)a()l,2,4,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_2986,alaaa(l)l,1,3,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_5983,llaalaaa,0,3,2,1,1,0.375,0,10
hc_c42h24_0pent_1466,aaaa()aal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2866,aaaaaaal,0,7,1,1,0,0.125,0,10
hc_c42h24_0pent_5590,aaallaaa,0,3,2,1,0,0.25,0,10
hc_c34h20_0pent_153,la(l)a(),2,1,1,2,0,0.5,0,8
hc_c38h22_0pent_1278,allaaal,0,3,2,1,1,0.42857142857142855,0,9
hc_c42h24_0pent_3638,aalaalaa,0,2,1,2,0,0.25,0,10
hc_c42h24_0pent_72,aa()a()a()a,3,5,0,0,0,0.0,0,10
hc_c42h24_0pent_3875,aaa(al)aa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4568,allaaaal,0,4,2,1,1,0.375,0,10
hc_c42h24_0pent_2336,ala()laaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_1507,aaaaa()la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_571,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c42h24_0pent_6532,laa()alll,1,3,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_2472,ala(a)lal,1,2,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_6349,la(a)llla,1,2,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_2952,aaaaaala,0,6,1,1,0,0.125,0,10
hc_c38h22_0pent_576,lalaa()a,1,3,1,2,0,0.3333333333333333,1,9
hc_c42h24_0pent_5939,llaa()laa,1,2,2,1,1,0.42857142857142855,0,10
hc_c38h22_0pent_1386,aa()llal,1,2,2,1,1,0.5,1,9
hc_c42h24_0pent_3004,laaalala,0,3,1,3,0,0.375,1,10
hc_c42h24_0pent_2550,lalaalaa,0,2,1,3,0,0.375,1,10
hc_c42h24_0pent_6555,aa()llla(),2,2,3,1,0,0.5,0,10
hc_c42h24_0pent_2801,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_2802,aaaalaa(),1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2407,ala()laa(),2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_919,aaaa(l)aa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4866,llaaa()aa,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_57,aa()a(a)aa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_3710,la()alaaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c34h20_0pent_242,aaa(l)a,1,3,1,1,0,0.2,0,8
hc_c38h22_0pent_1253,lla(a)aa,1,4,2,1,0,0.3333333333333333,0,9
hc_c42h24_0pent_5494,lalla(l)a,1,1,2,1,1,0.5714285714285714,1,10
hc_c42h24_0pent_774,aaaa()ala,1,5,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_452,a()aaala,1,4,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_2540,alala()al,1,2,1,3,0,0.42857142857142855,1,10
hc_c38h22_0pent_1322,allalaa,0,2,2,1,1,0.42857142857142855,1,9
hc_c42h24_0pent_1628,a()aaalaa,1,4,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_294,la()a()la,2,2,1,2,0,0.4,0,9
hc_c42h24_0pent_2764,aaaalaa(),1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3006,laa()alal,1,3,1,3,0,0.42857142857142855,1,10
hc_c30h18_0pent_5,aa(a)a,1,4,0,0,0,0.0,0,7
hc_c42h24_0pent_1300,aa()aa(l)a,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2832,aaaaa()al,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5073,llalaaal,0,3,2,1,1,0.5,1,10
hc_c42h24_0pent_4229,aalaaala,0,3,1,2,0,0.25,0,10
hc_c38h22_0pent_935,aa()a()la,2,3,1,1,0,0.2,0,9
hc_c42h24_0pent_4754,a()lla()al,2,2,2,1,1,0.5,0,10
hc_c38h22_0pent_1225,allaala,0,2,2,1,1,0.42857142857142855,0,9
hc_c42h24_0pent_2800,aa()alaaa,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4259,lalaa()al,1,3,1,3,0,0.42857142857142855,1,10
hc_c38h22_0pent_355,a()aa()la,2,3,1,1,0,0.2,0,9
hc_c42h24_0pent_4465,aaaa(a)la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1798,ala(la)aa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_5805,llaa()aaa,1,5,2,1,0,0.2857142857142857,0,10
hc_c38h22_0pent_377,aaaalaa,0,4,1,1,0,0.14285714285714285,0,9
hc_c42h24_0pent_3157,aa()aaala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1860,la(l)a(l)l,2,1,1,4,0,0.6666666666666666,0,10
hc_c42h24_0pent_97,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c42h24_0pent_5684,llaaa(a)a,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_5325,alla(l)aa,1,2,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_2342,lala(a)aa,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_868,laaalaaa,0,3,1,2,0,0.25,0,10
hc_c42h24_0pent_5206,lla()la()l,2,1,2,1,1,0.6666666666666666,0,10
hc_c42h24_0pent_4135,laa()alaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_5358,lla(la)aa,1,3,2,1,1,0.42857142857142855,0,10
hc_c38h22_0pent_117,aa()aaaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_5897,llaalaaa,0,3,2,1,1,0.375,0,10
hc_c42h24_0pent_102,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c42h24_0pent_4667,allaalal,0,2,2,1,1,0.5,1,10
hc_c42h24_0pent_4024,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_947,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c42h24_0pent_2951,a()aaaala,1,5,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1205,llaaa()l,1,3,2,1,1,0.5,0,9
hc_c42h24_0pent_5933,allaalaa,0,2,2,1,1,0.375,0,10
hc_c42h24_0pent_4685,lallaall,0,2,2,2,1,0.625,1,10
hc_c42h24_0pent_2358,lalaaaal,0,4,1,3,0,0.375,1,10
hc_c42h24_0pent_969,aaaaaala,0,6,1,1,0,0.125,0,10
hc_c42h24_0pent_3420,aaala()aa,1,3,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1082,la()aala,1,3,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_5177,allalaal,0,2,2,1,1,0.5,1,10
hc_c42h24_0pent_49,a()a()aaaa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_898,aaaa(a)la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4483,aaa()la()a,2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1384,aaaala()a,1,4,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1477,aallaaa,0,3,2,1,0,0.2857142857142857,0,9
hc_c42h24_0pent_4412,aa(a)a()la,2,4,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_1507,lla()all,1,2,2,2,0,0.6666666666666666,0,9
hc_c42h24_0pent_2810,aaa(al)aa,1,4,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4118,alaa()ala,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_6133,alla(a)aa,1,4,2,1,0,0.2857142857142857,0,10
hc_c38h22_0pent_233,laaaa()l,1,4,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_3663,alaalaaa,0,3,1,2,0,0.25,0,10
hc_c34h20_0pent_60,aaa()aa,1,5,0,0,0,0.0,0,8
hc_c38h22_0pent_709,aala()aa,1,3,1,1,0,0.16666666666666666,0,9
hc_c38h22_0pent_541,lalaaa(),1,3,1,2,0,0.3333333333333333,1,9
hc_c42h24_0pent_3610,laa()la()l,2,2,1,3,0,0.5,0,10
hc_c38h22_0pent_1452,allaaaa,0,4,2,1,0,0.2857142857142857,0,9
hc_c42h24_0pent_4469,aaaaa()la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_5017,llalalal,0,1,2,1,1,0.625,3,10
hc_c38h22_0pent_520,la(l)laa,1,2,1,3,0,0.5,0,9
hc_c34h20_0pent_173,alalaa,0,2,1,2,0,0.3333333333333333,1,8
hc_c42h24_0pent_5497,aaaallal,0,4,2,1,1,0.375,1,10
hc_c42h24_0pent_2914,laaa()a()l,2,4,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_2184,lalaaa()a,1,4,1,2,0,0.2857142857142857,1,10
hc_c42h24_0pent_6540,aaa()llla,1,3,3,1,0,0.42857142857142855,0,10
hc_c42h24_0pent_2591,aaaalaaa,0,4,1,1,0,0.125,0,10
hc_c38h22_0pent_352,aaaa()la,1,4,1,1,0,0.16666666666666666,0,9
hc_c38h22_0pent_1533,llaaaaa,0,5,2,1,0,0.2857142857142857,0,9
hc_c42h24_0pent_3024,laaala()a,1,3,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_1282,llaaa()a,1,4,2,1,0,0.3333333333333333,0,9
hc_c42h24_0pent_5904,lla()alal,1,2,2,1,1,0.5714285714285714,1,10
hc_c42h24_0pent_4297,aaaa()ala,1,5,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1635,laa()lll,1,2,3,1,1,0.6666666666666666,0,9
hc_c42h24_0pent_1415,aaalaa()a,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_6486,laallla(),1,2,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_6432,aaa()alll,1,4,3,1,0,0.42857142857142855,0,10
hc_c42h24_0pent_1699,aaaa()ala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_6046,aallaaal,0,3,2,1,1,0.375,0,10
hc_c38h22_0pent_1148,aa(a)laa,1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_1550,aaa()aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4415,aa()a(a)la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2240,alala()aa,1,3,1,2,0,0.2857142857142857,1,10
hc_c34h20_0pent_152,la(l)aa,1,2,1,2,0,0.4,0,8
hc_c42h24_0pent_2642,aaala(a)a,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3069,la()aalaa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3056,la(a)aala,1,4,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_1659,laaaaaal,0,6,1,2,0,0.25,0,10
hc_c42h24_0pent_2045,lalaaaaa,0,5,1,2,0,0.25,1,10
hc_c42h24_0pent_3293,laaaaa()l,1,5,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_4828,lla(aa)aa,1,5,2,1,0,0.2857142857142857,0,10
hc_c38h22_0pent_1453,llaa()aa,1,4,2,1,0,0.3333333333333333,0,9
hc_c38h22_0pent_1273,allaaaa,0,4,2,1,0,0.2857142857142857,0,9
hc_c42h24_0pent_3806,alaa()laa,1,2,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3812,laa(a)laa,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3932,laaa(a)al,1,5,1,2,0,0.2857142857142857,0,10
hc_c30h18_0pent_46,lalaa,0,2,1,2,0,0.4,1,7
hc_c42h24_0pent_5749,lla(aa)aa,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_1758,ala(l)a()a,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_3474,aaaa(a)la,1,5,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_643,ala()laa,1,2,1,2,0,0.3333333333333333,0,9
hc_c38h22_0pent_1407,aallaa(),1,2,2,1,0,0.3333333333333333,0,9
hc_c34h20_0pent_270,la()ala,1,2,1,2,0,0.4,0,8
hc_c42h24_0pent_1851,la(l)a()la,2,1,1,3,0,0.5,0,10
hc_c42h24_0pent_2064,ala()lala,1,1,1,3,0,0.42857142857142855,1,10
hc_c42h24_0pent_5878,alallaal,0,2,2,1,1,0.5,1,10
hc_c42h24_0pent_2315,lalaaaaa,0,5,1,2,0,0.25,1,10
hc_c38h22_0pent_566,alalaaa,0,3,1,2,0,0.2857142857142857,1,9
hc_c42h24_0pent_4862,aalla()aa,1,3,2,1,0,0.2857142857142857,0,10
hc_c38h22_0pent_1643,aaaalll,0,4,3,1,0,0.42857142857142855,0,9
hc_c42h24_0pent_5822,alallaal,0,2,2,1,1,0.5,1,10
hc_c38h22_0pent_231,aaaaaal,0,6,1,1,0,0.14285714285714285,0,9
hc_c42h24_0pent_6582,lllla()aa,1,3,4,1,0,0.5714285714285714,0,10
hc_c38h22_0pent_875,aa()aa()l,2,4,1,1,0,0.2,0,9
hc_c42h24_0pent_1885,la(l)a()aa,2,3,1,2,0,0.3333333333333333,0,10
hc_c38h22_0pent_606,aalalaa,0,2,1,2,0,0.2857142857142857,1,9
hc_c42h24_0pent_1264,aa()aa()la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2496,lalaaaaa,0,5,1,2,0,0.25,1,10
hc_c42h24_0pent_5453,laaallal,0,3,2,1,1,0.5,1,10
hc_c42h24_0pent_3527,aaaa(a)al,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1154,laa()laa(),2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_3613,laala(l)l,1,2,1,4,0,0.5714285714285714,0,10
hc_c42h24_0pent_1603,aaa()a(l)a,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2958,aaaa(a)al,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_3693,la()ala()a,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_5823,la()llaal,1,2,2,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_4387,aaaaa()la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_242,aaa()a()aa,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_5307,lla()la()a,2,2,2,1,1,0.5,0,10
hc_c30h18_0pent_97,llaal,0,2,2,1,1,0.6,0,7
hc_c42h24_0pent_6169,lla(a)a()a,2,4,2,1,0,0.3333333333333333,0,10
hc_c42h24_0pent_1345,aaa()laa(),2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1028,ala()a()la,2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_6307,lla(a)lll,1,2,3,1,2,0.7142857142857143,0,10
hc_c42h24_0pent_5007,llalalal,0,1,2,1,1,0.625,3,10
hc_c38h22_0pent_1325,llala()a,1,2,2,1,1,0.5,1,9
hc_c42h24_0pent_2005,aalalaal,0,2,1,3,0,0.375,1,10
hc_c42h24_0pent_4392,aaa(la)aa,1,3,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_1163,aa()la()a,2,2,1,1,0,0.2,0,9
hc_c38h22_0pent_1534,llaaaal,0,4,2,1,1,0.42857142857142855,0,9
hc_c42h24_0pent_3200,laaaa()al,1,5,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3218,aaa()a()al,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_5115,allallaa,0,2,2,2,0,0.5,1,10
hc_c42h24_0pent_6248,aaalllaa,0,3,3,1,0,0.375,0,10
hc_c42h24_0pent_5609,llaa()a()a,2,4,2,1,0,0.3333333333333333,0,10
hc_c42h24_0pent_751,alaaa()al,1,4,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_2634,aa()ala()a,2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_4710,llaala()a,1,2,2,1,1,0.42857142857142855,0,10
hc_c38h22_0pent_1124,aa(a)laa,1,3,1,1,0,0.16666666666666666,0,9
hc_c42h24_0pent_3813,laa(a)laa,1,3,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_1341,llalala,0,1,2,1,1,0.5714285714285714,2,9
hc_c42h24_0pent_2598,a()a()alaa,2,3,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1941,la(l)laa(),2,2,1,3,0,0.5,0,10
hc_c42h24_0pent_6342,aaalalll,0,3,3,1,1,0.5,1,10
hc_c42h24_0pent_2499,aalalaaa,0,3,1,2,0,0.25,1,10
hc_c30h18_0pent_103,allal,0,1,2,1,1,0.6,1,7
hc_c42h24_0pent_6347,ala()llla,1,1,3,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_1504,a()aaa()al,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_3624,alaala()l,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_239,aaa()aa()a,2,6,0,0,0,0.0,0,10
hc_c42h24_0pent_4572,allaaaaa,0,5,2,1,0,0.25,0,10
hc_c42h24_0pent_5313,lla()laaa,1,3,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_6340,llalalll,0,1,3,1,2,0.75,2,10
hc_c38h22_0pent_297,alaa()la,1,2,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_130,aaaaaaaa,0,8,0,0,0,0.0,0,10
hc_c42h24_0pent_5566,allaa(a)a,1,4,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_5091,lla(ll)la,1,1,2,2,1,0.7142857142857143,0,10
hc_c42h24_0pent_2065,ala()la()l,2,1,1,3,0,0.5,0,10
hc_c42h24_0pent_5320,alla(l)al,1,1,2,1,1,0.5714285714285714,0,10
hc_c42h24_0pent_5425,aaalla()l,1,3,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_4820,lla(a)aaa,1,5,2,1,0,0.2857142857142857,0,10
hc_c34h20_0pent_365,lallal,0,1,2,1,1,0.6666666666666666,2,8
hc_c38h22_0pent_295,laa(a)la,1,3,1,2,0,0.3333333333333333,0,9
hc_c42h24_0pent_4578,llaaalaa,0,3,2,1,1,0.375,0,10
hc_c42h24_0pent_2275,aalalaaa,0,3,1,2,0,0.25,1,10
hc_c42h24_0pent_5760,lla(a)aa(),2,4,2,1,0,0.3333333333333333,0,10
hc_c38h22_0pent_78,aaaaa()a,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_4888,allaaaaa,0,5,2,1,0,0.25,0,10
hc_c34h20_0pent_292,alaaal,0,3,1,2,0,0.3333333333333333,0,8
hc_c42h24_0pent_640,aaa()aaaa,1,7,0,0,0,0.0,0,10
hc_c34h20_0pent_182,la()laa,1,2,1,2,0,0.4,0,8
hc_c42h24_0pent_3654,laalaa()a,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_6094,llaaaala,0,4,2,1,1,0.375,0,10
hc_c42h24_0pent_3034,alaa()ala,1,3,1,2,0,0.2857142857142857,0,10
hc_c38h22_0pent_1147,aaa(a)la,1,4,1,1,0,0.16666666666666666,0,9
hc_c26h16_0pent_6,aaaa,0,4,0,0,0,0.0,0,6
hc_c34h20_0pent_15,a()a()a(),3,3,0,0,0,0.0,0,8
hc_c38h22_0pent_1620,aaallla,0,3,3,1,0,0.42857142857142855,0,9
hc_c38h22_0pent_1465,lla()aaa,1,4,2,1,0,0.3333333333333333,0,9
hc_c34h20_0pent_435,aa()lll,1,2,3,1,0,0.6,0,8
hc_c42h24_0pent_5160,llala(a)a,1,3,2,1,1,0.42857142857142855,1,10
hc_c38h22_0pent_1215,llaaaal,0,4,2,1,1,0.42857142857142855,0,9
hc_c42h24_0pent_3499,aa()aa()la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_2876,aaa()aaal,1,6,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_2782,aaa()laaa,1,3,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_1075,alaa(a)la,1,3,1,2,0,0.2857142857142857,0,10
hc_c42h24_0pent_3151,aaaaa()la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_520,aaaaaa()a,1,7,0,0,0,0.0,0,10
hc_c42h24_0pent_5536,aaa()llaa,1,3,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_6369,ala(l)lll,1,1,3,1,1,0.7142857142857143,0,10
hc_c42h24_0pent_5390,alallala,0,1,2,1,1,0.5,2,10
hc_c42h24_0pent_1289,a()aa(a)la,2,4,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_6009,llaaaaaa,0,6,2,1,0,0.25,0,10
hc_c38h22_0pent_354,aaa(a)la,1,4,1,1,0,0.16666666666666666,0,9
hc_c38h22_0pent_960,laa()lal,1,2,1,3,0,0.5,1,9
hc_c38h22_0pent_714,aala(a)a,1,3,1,1,0,0.16666666666666666,0,9
hc_c22h14_0pent_2,aaa,0,3,0,0,0,0.0,0,5
hc_c42h24_0pent_4869,llaaa(a)a,1,5,2,1,0,0.2857142857142857,0,10
hc_c42h24_0pent_886,laaalaaa,0,3,1,2,0,0.25,0,10
hc_c38h22_0pent_1606,la(a)lll,1,2,3,1,1,0.6666666666666666,0,9
hc_c42h24_0pent_3325,aa()a(a)al,2,5,1,1,0,0.16666666666666666,0,10
hc_c42h24_0pent_1759,aala(l)a(),2,2,1,2,0,0.3333333333333333,0,10
hc_c42h24_0pent_216,aaaaaaa(),1,7,0,0,0,0.0,0,10
hc_c38h22_0pent_1279,llaaa()l,1,3,2,1,1,0.5,0,9
hc_c42h24_0pent_3840,alaala()l,1,2,1,3,0,0.42857142857142855,0,10
hc_c42h24_0pent_3945,a()aaaala,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_448,aaa()a()aa,2,6,0,0,0,0.0,0,10
hc_c38h22_0pent_169,a()aaaaa,1,6,0,0,0,0.0,0,9
hc_c42h24_0pent_2857,aa()a(a)al,2,5,1,1,0,0.16666666666666666,0,10
hc_c38h22_0pent_761,aaaa()al,1,5,1,1,0,0.16666666666666666,0,9
hc_c30h18_0pent_99,llala,0,1,2,1,1,0.6,1,7
hc_c42h24_0pent_1522,aaa()aala,1,5,1,1,0,0.14285714285714285,0,10
hc_c38h22_0pent_139,a()a(a)aa,2,5,0,0,0,0.0,0,9
hc_c42h24_0pent_5742,llaaa(a)a,1,5,2,1,0,0.2857142857142857,0,10
hc_c30h18_0pent_33,laala,0,2,1,2,0,0.4,0,7
hc_c34h20_0pent_334,llaa()l,1,2,2,1,1,0.6,0,8
hc_c42h24_0pent_4767,lla(a)ala,1,3,2,1,1,0.42857142857142855,0,10
hc_c42h24_0pent_1666,aaaaaa()l,1,6,1,1,0,0.14285714285714285,0,10
hc_c34h20_0pent_349,allall,0,1,2,2,0,0.6666666666666666,1,8
hc_c42h24_0pent_3146,aaaa(a)la,1,5,1,1,0,0.14285714285714285,0,10
hc_c42h24_0pent_4586,allaaala,0,3,2,1,1,0.375,0,10
hc_c42h24_0pent_1193,aalaalaa,0,2,1,2,0,0.25,0,10
hc_c42h24_0pent_594,aaa()aaaa,1,7,0,0,0,0.0,0,10
