molecule_id smiles
hc_c46h26_0pent_14532 c1ccc2c(c1)ccc1c3cc4c(ccc5c6cc7c8ccccc8c8ccccc8c7cc6c6ccccc6c45)cc3ccc21
hc_c46h26_0pent_25911 c1ccc2cc3cc4cc5c(ccc6c7ccc8ccccc8c7c7ccc8c9ccccc9ccc8c7c56)cc4cc3cc2c1
hc_c46h26_0pent_26004 c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccccc2c1c1c2ccc3c4ccccc4ccc3c2ccc51
hc_c42h24_0pent_3114 c1ccc2cc3c(cc2c1)c1ccc2c(ccc4c5ccccc5c5ccccc5c42)c1c1ccc2ccccc2c31
hc_c46h26_0pent_26108 c1ccc2c(c1)ccc1ccc3cc4cc5cc6ccc7c8ccc9ccccc9c8c8ccccc8c7c6cc5cc4cc3c12
hc_c42h24_0pent_4027 c1ccc2c(c1)ccc1ccc3c(ccc4ccc5c6cc7c8ccccc8c8ccccc8c7cc6ccc5c43)c12
hc_c46h26_0pent_26357 c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6c5c5ccccc5c5ccc7c8ccccc8ccc7c56)cc4cc3cc12
hc_c46h26_0pent_18241 c1ccc2c(c1)ccc1cc3cc4ccc5ccc6ccc7c(ccc8ccc9c%10ccccc%10ccc9c87)c6c5c4cc3cc12
hc_c26h16_0pent_21 c1ccc2cc3c(ccc4c5ccccc5c5ccccc5c34)cc2c1
hc_c42h24_0pent_5421 c1ccc2cc3c(ccc4cc5cc6c(ccc7c6ccc6c8ccccc8c8ccccc8c76)cc5cc43)cc2c1
hc_c46h26_0pent_6824 c1ccc2cc3c(cc2c1)c1cc2c(ccc4c5ccccc5ccc24)cc1c1c2cc4c(ccc5ccccc54)cc2ccc31
hc_c46h26_0pent_20258 c1ccc2cc3cc4c(ccc5cc6cc7c(ccc8cc9cc%10ccc%11ccccc%11c%10cc9cc87)cc6cc54)cc3cc2c1
hc_c46h26_0pent_22531 c1ccc2cc3cc4c(ccc5c4c4ccc6ccccc6c4c4c6cc7ccccc7cc6c6ccccc6c54)cc3cc2c1
hc_c42h24_0pent_5352 c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1ccc2c(ccc3ccc5ccccc5c32)c14
hc_c46h26_0pent_4248 c1ccc2cc3c(ccc4ccc5cc6ccc7c(ccc8c9c%10ccccc%10ccc9c9ccccc9c78)c6cc5c43)cc2c1
hc_c46h26_0pent_9242 c1ccc2cc3c(cc2c1)c1cc2c(cc1c1c4ccccc4ccc31)c1ccc3ccccc3c1c1cc3ccccc3cc21
hc_c46h26_0pent_18750 c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c4c2cc3ccccc3cc2c2c3ccccc3c3ccccc3c21
hc_c42h24_0pent_983 c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1ccc2ccc4c5ccc6ccccc6c5ccc4c2c13
hc_c46h26_0pent_19102 c1ccc2c(c1)ccc1ccc3ccc4cc5cc6ccc7ccc8c9ccccc9c9ccccc9c8c7c6cc5cc4c3c12
hc_c46h26_0pent_1726 c1ccc2c(c1)ccc1ccc3c(ccc4c5ccc6c(ccc7ccc8ccc9ccccc9c8c76)c5c5ccccc5c34)c12
hc_c46h26_0pent_24092 c1ccc2cc3cc4c(ccc5c4c4ccccc4c4ccc6c7ccc8ccccc8c7c7ccccc7c6c45)cc3cc2c1
hc_c42h24_0pent_2436 c1ccc2c(c1)ccc1cc3c(ccc4cc5ccc6cc7c8ccccc8c8ccccc8c7cc6c5cc43)cc12
hc_c46h26_0pent_9393 c1ccc2cc3c(ccc4cc5c6ccccc6c6ccc7c8ccc9ccccc9c8c8ccccc8c7c6c5cc43)cc2c1
hc_c46h26_0pent_24224 c1ccc2cc3cc4c(cc3cc2c1)c1ccc2c3ccccc3ccc2c1c1c4ccc2ccc3cc4ccccc4cc3c21
hc_c46h26_0pent_19323 c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c2ccccc2c2c3ccc5ccccc5c3ccc2c41
hc_c46h26_0pent_18096 c1ccc2c(c1)ccc1c2ccc2ccc3ccc4cc5cc6c(ccc7c6ccc6ccc8ccccc8c67)cc5cc4c3c21
hc_c46h26_0pent_8766 c1ccc2cc3c(ccc4cc5c(cc43)c3ccc4c6ccccc6ccc4c3c3ccc4ccc6ccccc6c4c53)cc2c1
hc_c46h26_0pent_9120 c1ccc2c(c1)ccc1c3cc4c(ccc5cc6ccc7cc8c9ccccc9c9ccccc9c8cc7c6cc54)cc3ccc21
hc_c46h26_0pent_18460 c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1ccc2cc3c(ccc5ccc6ccc7ccccc7c6c53)cc2c14
hc_c42h24_0pent_4890 c1ccc2cc3cc4c(ccc5ccc6c7ccc8c9ccccc9c9ccccc9c8c7ccc6c54)cc3cc2c1
hc_c46h26_0pent_32 c1ccc2c(c1)ccc1ccc3ccc4c5ccc6ccc7ccccc7c6c5c5c(ccc6ccc7ccccc7c65)c4c3c12
hc_c42h24_0pent_2510 c1ccc2cc3c(cc2c1)c1ccccc1c1cc2ccc4ccc5c6ccccc6c6ccccc6c5c4c2cc31
hc_c46h26_0pent_24546 c1ccc2cc3cc4c(ccc5c4ccc4ccc6ccc7cc8c(ccc9c%10ccccc%10ccc89)cc7c6c45)cc3cc2c1
hc_c46h26_0pent_13359 c1ccc2c(c1)ccc1ccc3cc4c5ccccc5c5c(ccc6c5ccc5ccc7ccc8ccccc8c7c56)c4cc3c12
hc_c46h26_0pent_593 c1ccc2c(c1)ccc1c2ccc2ccc3c(ccc4ccc5c(c6ccccc6c6c7ccccc7c7ccccc7c56)c43)c21
hc_c42h24_0pent_3094 c1ccc2cc3c(ccc4c3ccc3c4c4ccccc4c4c5ccccc5c5ccc6ccccc6c5c34)cc2c1
hc_c46h26_0pent_21206 c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccc3ccc5ccccc5c3c2cc1c1c2ccc3ccccc3c2ccc41
hc_c42h24_0pent_12 c1ccc2c(c1)ccc1ccc3c4ccccc4c4c5ccccc5c5ccc6ccc7ccccc7c6c5c4c3c12
hc_c46h26_0pent_18046 c1ccc2cc3c(ccc4ccc5ccc6cc7cc8ccc9c(ccc%10ccc%11ccccc%11c%109)c8cc7cc6c5c43)cc2c1
hc_c46h26_0pent_7607 c1ccc2cc3c(ccc4cc5c(ccc6ccc7c(ccc8ccc9cc%10ccc%11ccccc%11c%10cc9c87)c65)cc43)cc2c1
hc_c42h24_0pent_154 c1ccc2c(c1)ccc1c2ccc2ccc3c4ccc5ccccc5c4c4c5ccc6ccccc6c5ccc4c3c21
hc_c46h26_0pent_372 c1ccc2c(c1)c1ccccc1c1c2ccc2c1ccc1ccc3ccc4c(ccc5c6ccccc6c6ccccc6c54)c3c12
hc_c46h26_0pent_5593 c1ccc2cc3c(ccc4ccc5c(ccc6c7c(ccc8ccc9ccccc9c87)c7ccc8ccccc8c7c56)c43)cc2c1
hc_c42h24_0pent_2966 c1ccc2cc3c(ccc4c3ccc3c4ccc4c5ccccc5c5c6ccc7ccccc7c6ccc5c34)cc2c1
hc_c46h26_0pent_26809 c1ccc2c(c1)ccc1c2ccc2c3cc4cc5cc6cc7c8ccccc8c8ccccc8c7cc6cc5cc4cc3ccc21
hc_c46h26_0pent_6612 c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1c3ccc2ccc3ccc4c(ccc5ccc6ccccc6c54)c3c21
hc_c46h26_0pent_21316 c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1ccc2c3ccc5ccc6ccccc6c5c3ccc2c14
hc_c46h26_0pent_17391 c1ccc2c(c1)ccc1cc3c4ccccc4c4c5c6ccccc6ccc5c5c6ccccc6c6ccccc6c5c4c3cc12
hc_c46h26_0pent_20759 c1ccc2cc3c(ccc4cc5cc6ccc7cc8c9cc%10ccccc%10cc9c9ccccc9c8cc7c6cc5cc43)cc2c1
hc_c34h20_0pent_64 c1ccc2c(c1)ccc1c2ccc2c1ccc1c3ccc4ccccc4c3c3ccccc3c21
hc_c38h22_0pent_1611 c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6cc7ccc8ccccc8c7cc65)cc4cc3cc12
hc_c46h26_0pent_15330 c1ccc2cc3c(ccc4c3ccc3ccc5c(c6ccccc6c6c7ccccc7c7ccc8ccccc8c7c56)c34)cc2c1
hc_c46h26_0pent_14347 c1ccc2c(c1)ccc1ccc3cc4c5ccccc5c5c6cc7c(ccc8ccc9ccccc9c87)cc6ccc5c4cc3c12
hc_c46h26_0pent_4346 c1ccc2cc3c(cc2c1)c1c2ccccc2ccc1c1c2ccccc2c2cc4ccc5c6ccccc6ccc5c4cc2c31
hc_c46h26_0pent_12079 c1ccc2cc3c(ccc4c5ccc6c7ccccc7ccc6c5c5c6ccccc6c6c7ccccc7ccc6c5c34)cc2c1
hc_c46h26_0pent_25557 c1ccc2cc3cc4cc5c(ccc6cc7c(ccc8ccc9c%10ccccc%10c%10ccccc%10c9c87)cc65)cc4cc3cc2c1
hc_c46h26_0pent_8997 c1ccc2cc3c(cc2c1)c1ccccc1c1cc2ccc4c5c6ccccc6ccc5c5c6ccccc6ccc5c4c2cc31
hc_c38h22_0pent_1427 c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6ccc7ccc8ccccc8c7c65)c4cc3cc12
hc_c46h26_0pent_5472 c1ccc2c(c1)ccc1cc3ccc4ccc5c(ccc6c5c5ccccc5c5c7ccccc7c7ccccc7c65)c4c3cc12
hc_c46h26_0pent_15698 c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6c(ccc7ccc8ccccc8c76)c6ccccc6c5c34)cc12
hc_c46h26_0pent_8838 c1ccc2cc3c(ccc4cc5ccc6c(ccc7c6ccc6ccc8c9ccc%10ccccc%10c9ccc8c67)c5cc43)cc2c1
hc_c42h24_0pent_554 c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2c3ccccc3c3ccc4ccc5ccccc5c4c3c12
hc_c46h26_0pent_11386 c1ccc2cc3c(ccc4c3ccc3c5cc6c7ccccc7c7ccc8c9ccccc9ccc8c7c6cc5ccc34)cc2c1
hc_c46h26_0pent_23781 c1ccc2cc3cc4c(ccc5c6cc7cc8ccc9ccc%10cc%11ccccc%11cc%10c9c8cc7cc6ccc45)cc3cc2c1
hc_c42h24_0pent_6192 c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7ccc8c9ccccc9ccc8c7c65)cc4cc3cc12
hc_c42h24_0pent_4182 c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2c4cc5c(ccc6ccc7ccccc7c65)cc4ccc2c13
hc_c46h26_0pent_16557 c1ccc2cc3c(cc2c1)c1ccccc1c1c2c4cc5ccc6ccc7ccccc7c6c5cc4ccc2c2ccccc2c31
hc_c42h24_0pent_1715 c1ccc2cc3c(ccc4ccc5c(ccc6c7ccc8ccccc8c7c7cc8ccccc8cc7c56)c43)cc2c1
hc_c34h20_0pent_133 c1ccc2c(c1)ccc1cc3c(ccc4ccc5c6ccc7ccccc7c6ccc5c43)cc12
hc_c46h26_0pent_862 c1ccc2c(c1)ccc1ccc3c(ccc4c5ccccc5c5c6ccc7ccc8ccccc8c7c6c6ccccc6c5c43)c12
hc_c46h26_0pent_22066 c1ccc2c(c1)ccc1ccc3c4cc5cc6c(cc5cc4ccc3c12)c1c2ccccc2ccc1c1ccc2ccccc2c16
hc_c42h24_0pent_5105 c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1cc2cc3c(ccc5c6ccccc6ccc35)cc2cc14
hc_c42h24_0pent_4849 c1ccc2c(c1)ccc1cc3cc4c(ccc5ccc6c7c8ccccc8ccc7c7ccccc7c6c54)cc3cc12
hc_c46h26_0pent_10042 c1ccc2c(c1)ccc1ccc3c4ccc5ccccc5c4c4c5cc6c7ccccc7c7ccccc7c6cc5ccc4c3c12
hc_c42h24_0pent_6259 c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9ccccc9c8c8ccccc8c7c65)cc4cc3cc2c1
hc_c46h26_0pent_3041 c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccccc2c2ccc4c5c6ccccc6ccc5c5ccccc5c4c2c31
hc_c46h26_0pent_21355 c1ccc2cc3c(ccc4c5cc6ccccc6cc5c5cc6cc7c8ccccc8c8ccccc8c7cc6cc5c34)cc2c1
hc_c46h26_0pent_402 c1ccc2c(c1)ccc1ccc3c(ccc4ccc5c6ccccc6c6c(ccc7c8ccccc8c8ccccc8c76)c5c43)c12
hc_c46h26_0pent_1642 c1ccc2c(c1)ccc1c2ccc2c1ccc1c3c4ccccc4ccc3c3c4ccccc4c4c5ccccc5ccc4c3c21
hc_c30h18_0pent_74 c1ccc2cc3c(ccc4c5cc6ccc7ccccc7c6cc5ccc34)cc2c1
hc_c46h26_0pent_581 c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2ccc3c(ccc4ccc5c6ccccc6c6ccccc6c5c43)c21
hc_c46h26_0pent_11193 c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c1ccc1c3ccccc3c3c4ccc5ccccc5c4ccc3c12
hc_c46h26_0pent_1769 c1ccc2c(c1)ccc1c2ccc2c1ccc1c2c2ccccc2c2c3c4ccccc4ccc3c3c4ccccc4ccc3c12
hc_c46h26_0pent_8847 c1ccc2cc3c(ccc4ccc5c6ccc7cc8ccc9cc%10ccc%11ccccc%11c%10cc9c8cc7c6ccc5c43)cc2c1
hc_c46h26_0pent_18869 c1ccc2c(c1)ccc1c3cc4cc5c(ccc6ccc7cc8ccc9ccc%10ccccc%10c9c8cc7c65)cc4cc3ccc21
hc_c46h26_0pent_26587 c1ccc2cc3cc4cc5cc6c(ccc7ccc8c9ccccc9c9ccc%10ccccc%10c9c8c76)cc5cc4cc3cc2c1
hc_c46h26_0pent_8003 c1ccc2c(c1)ccc1ccc3ccc4c5cc6ccc7cc8c9ccccc9c9ccccc9c8cc7c6cc5ccc4c3c12
hc_c46h26_0pent_16499 c1ccc2cc3c(ccc4c3ccc3ccc5cc6c7ccccc7c7ccc8ccc9ccccc9c8c7c6cc5c34)cc2c1
hc_c46h26_0pent_12633 c1ccc2cc3c(ccc4c3ccc3c4ccc4c3c3ccccc3c3ccc5c6ccccc6c6ccccc6c5c34)cc2c1
hc_c46h26_0pent_20966 c1ccc2cc3c(ccc4ccc5ccc6cc7c(ccc8cc9cc%10ccc%11ccccc%11c%10cc9cc87)cc6c5c43)cc2c1
hc_c46h26_0pent_21067 c1ccc2c(c1)ccc1cc3c4cc5cc6c(ccc7ccc8ccc9ccccc9c8c76)cc5cc4c4ccccc4c3cc12
hc_c46h26_0pent_8250 c1ccc2c(c1)ccc1c2ccc2c3cc4ccc5cc6c(cc5c4cc3ccc21)c1ccccc1c1ccc2ccccc2c16
hc_c46h26_0pent_20706 c1ccc2cc3c(ccc4cc5c(ccc6cc7cc8c(ccc9ccc%10ccc%11ccccc%11c%10c98)cc7cc65)cc43)cc2c1
hc_c46h26_0pent_21598 c1ccc2c(c1)ccc1cc3c4cc5cc6ccc7c8ccccc8c8ccccc8c7c6cc5cc4c4ccccc4c3cc12
hc_c46h26_0pent_3147 c1ccc2c(c1)ccc1c2ccc2ccc3ccc4cc5c(cc4c3c21)c1ccccc1c1c5ccc2ccc3ccccc3c21
hc_c42h24_0pent_6190 c1ccc2cc3c(ccc4ccc5ccc6cc7cc8cc9ccc%10ccccc%10c9cc8cc7cc6c5c43)cc2c1
hc_c46h26_0pent_16924 c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c3c2ccccc2c2ccc3ccc4c5ccccc5ccc4c3c21
hc_c46h26_0pent_19358 c1ccc2c(c1)ccc1cc3cc4c(ccc5c6ccccc6c6c(ccc7c8ccccc8c8ccccc8c76)c45)cc3cc12
hc_c42h24_0pent_4451 c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1ccccc1c1c4ccc2ccc3ccc4ccccc4c3c21
hc_c42h24_0pent_3434 c1ccc2c(c1)ccc1ccc3cc4c(ccc5c6ccc7ccccc7c6c6ccc7ccccc7c6c45)cc3c12
hc_c46h26_0pent_11844 c1ccc2cc3c(cc2c1)c1c2ccccc2ccc1c1c2ccc4c5ccccc5c5ccccc5c4c2c2ccccc2c31
hc_c46h26_0pent_19931 c1ccc2cc3cc4c(ccc5cc6c(cc54)c4cc5ccccc5cc4c4ccc5cc7ccccc7cc5c46)cc3cc2c1
hc_c38h22_0pent_213 c1ccc2c(c1)ccc1c2c2ccccc2c2ccc3c(ccc4ccc5ccc6ccccc6c5c43)c21
hc_c46h26_0pent_5408 c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2c(ccc4c5ccc6ccc7ccccc7c6c5c5ccccc5c24)c13
hc_c46h26_0pent_8353 c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(ccc4c2ccc2ccc5cc6ccc7ccccc7c6cc5c24)cc31
hc_c46h26_0pent_11431 c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7cc8ccc9ccccc9c8cc7c6cc5ccc34)cc12
hc_c46h26_0pent_19176 c1ccc2cc3cc4c(ccc5c6cc7ccccc7cc6c6c7ccc8cc9ccccc9cc8c7ccc6c45)cc3cc2c1
hc_c42h24_0pent_4813 c1ccc2c(c1)ccc1cc3cc4c5ccccc5c5ccc6c7ccccc7c7ccccc7c6c5c4cc3cc12
hc_c46h26_0pent_8909 c1ccc2c(c1)ccc1cc3ccc4cc5ccc6c7ccc8ccccc8c7c7c8ccccc8ccc7c6c5cc4c3cc12
hc_c46h26_0pent_13910 c1ccc2cc3c(ccc4cc5c6ccc7cc8ccccc8cc7c6c6ccc7cc8ccccc8cc7c6c5cc43)cc2c1
hc_c46h26_0pent_20715 c1ccc2cc3c(ccc4cc5cc6c(cc5cc43)c3ccccc3c3cc4c(ccc5cc7ccccc7cc54)cc63)cc2c1
hc_c46h26_0pent_10117 c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)c1ccccc1c1c2ccccc2c2c3ccccc3c3ccccc3c2c41
hc_c42h24_0pent_3485 c1ccc2c(c1)ccc1ccc3cc4ccc5c(ccc6c5ccc5ccc7ccc8ccccc8c7c56)c4cc3c12
hc_c46h26_0pent_13658 c1ccc2cc3c(ccc4ccc5cc6c(cc5c43)c3ccc4ccccc4c3c3c4cc5ccccc5cc4ccc63)cc2c1
hc_c46h26_0pent_8782 c1ccc2cc3c(ccc4cc5ccc6c(c5cc43)c3ccccc3c3c4c5ccccc5ccc4c4ccccc4c63)cc2c1
hc_c46h26_0pent_19047 c1ccc2c(c1)ccc1ccc3c(ccc4ccc5cc6cc7c(ccc8ccc9ccc%10ccccc%10c9c87)cc6cc5c43)c12
hc_c46h26_0pent_26252 c1ccc2c(c1)ccc1cc3cc4cc5ccc6c7cc8ccc9ccc%10ccccc%10c9c8cc7ccc6c5cc4cc3cc12
hc_c46h26_0pent_8396 c1ccc2cc3c(ccc4ccc5ccc6c7cc8c9ccccc9c9cc%10ccccc%10cc9c8cc7ccc6c5c43)cc2c1
hc_c46h26_0pent_21138 c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2c3ccc5ccccc5c3ccc2c2ccccc2c41
hc_c46h26_0pent_12979 c1ccc2c(c1)ccc1c3ccc4cc5c6ccccc6c6ccc7ccc8ccccc8c7c6c5cc4c3c3ccccc3c21
hc_c46h26_0pent_22937 c1ccc2cc3cc4c(ccc5c4ccc4c6ccccc6c6c7ccccc7c7c8ccccc8ccc7c6c54)cc3cc2c1
hc_c46h26_0pent_25842 c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7c8c9ccccc9ccc8c8ccccc8c7c6cc5cc4cc3ccc21
hc_c46h26_0pent_2365 c1ccc2cc3c(ccc4ccc5c6ccccc6c6ccc7cc8c(ccc9ccc%10ccccc%10c98)cc7c6c5c43)cc2c1
hc_c46h26_0pent_8404 c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5ccc7ccc8ccc9ccc%10ccccc%10c9c8c7c56)cc43)cc2c1
hc_c46h26_0pent_26162 c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c2cc4cc5cc6ccc7ccccc7c6cc5cc4cc2ccc31
hc_c46h26_0pent_5814 c1ccc2c(c1)ccc1c2ccc2c3c4cc5c6ccccc6c6ccccc6c5cc4ccc3c3ccc4ccccc4c3c12
hc_c46h26_0pent_15022 c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6ccc7c(ccc8c9ccccc9c9ccccc9c87)c65)c34)cc2c1
hc_c46h26_0pent_12283 c1ccc2cc3c(ccc4c3ccc3c5ccc6c7ccccc7c7c8ccccc8ccc7c6c5c5ccccc5c43)cc2c1
hc_c46h26_0pent_15466 c1ccc2cc3c(ccc4c3ccc3ccc5c(ccc6c7cc8ccccc8cc7c7cc8ccccc8cc7c65)c34)cc2c1
hc_c46h26_0pent_17160 c1ccc2cc3c(ccc4c3ccc3ccc5ccc6cc7c8ccccc8c8c9ccccc9ccc8c7cc6c5c34)cc2c1
hc_c46h26_0pent_24248 c1ccc2cc3c(ccc4c5c6ccccc6ccc5c5c6cc7cc8ccc9ccccc9c8cc7cc6ccc5c34)cc2c1
hc_c46h26_0pent_795 c1ccc2c(c1)ccc1c3ccc4ccc5c6ccc7ccc8ccc9ccccc9c8c7c6ccc5c4c3c3ccccc3c21
hc_c42h24_0pent_569 c1ccc2c(c1)ccc1ccc3c4ccc5c(ccc6c7ccccc7c7ccc8ccccc8c7c56)c4ccc3c12
hc_c46h26_0pent_8289 c1ccc2cc3c(ccc4cc5c(ccc6c7c8ccccc8ccc7c7ccc8ccc9ccccc9c8c7c56)cc43)cc2c1
hc_c46h26_0pent_14020 c1ccc2cc3c(ccc4c5cc6ccc7c(c6cc5ccc34)c3ccccc3c3c4ccccc4c4ccccc4c73)cc2c1
hc_c46h26_0pent_25351 c1ccc2cc3cc4cc5c(ccc6cc7cc8c9ccccc9c9ccc%10ccccc%10c9c8cc7cc65)cc4cc3cc2c1
hc_c46h26_0pent_10572 c1ccc2cc3c(ccc4c5ccccc5c5ccc6c7ccc8c(ccc9ccc%10ccccc%10c98)c7ccc6c5c34)cc2c1
hc_c46h26_0pent_26554 c1ccc2cc3cc4cc5cc6c(ccc7c8c9ccccc9ccc8c8cc9ccccc9cc8c67)cc5cc4cc3cc2c1
hc_c38h22_0pent_234 c1ccc2cc3c(ccc4ccc5ccc6ccc7cc8c(ccc9ccccc98)cc7c6c5c43)cc2c1
hc_c42h24_0pent_4176 c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2c4cc5ccc6ccccc6c5cc4c4ccccc4c2c13
hc_c42h24_0pent_921 c1ccc2c(c1)ccc1c2ccc2ccc3cc4c(ccc5ccc6ccc7c8ccccc8ccc7c6c54)cc3c21
hc_c46h26_0pent_5446 c1ccc2c(c1)ccc1cc3c(ccc4ccc5c6ccc7c(ccc8ccc9ccc%10ccccc%10c9c87)c6ccc5c43)cc12
hc_c42h24_0pent_1331 c1ccc2c(c1)ccc1c3cc4ccc5ccc6c7ccccc7c7ccc8ccccc8c7c6c5c4cc3ccc21
hc_c46h26_0pent_12127 c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c3ccc2c1ccc1c3ccccc3c3c4ccccc4ccc3c12
hc_c46h26_0pent_13594 c1ccc2cc3c(cc2c1)c1ccccc1c1c2cc4ccccc4cc2c2c(ccc4ccc5ccc6ccccc6c5c42)c31
hc_c42h24_0pent_4289 c1ccc2cc3c(ccc4c3ccc3ccc5ccc6c7ccccc7c7c8ccccc8ccc7c6c5c34)cc2c1
hc_c46h26_0pent_8123 c1ccc2cc3c(ccc4cc5c(ccc6c5ccc5c6ccc6ccc7c(ccc8ccc9ccccc9c87)c65)cc43)cc2c1
hc_c46h26_0pent_22628 c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1c2ccc4cc5cc6ccc7ccccc7c6cc5cc4c2ccc31
hc_c34h20_0pent_72 c1ccc2c(c1)ccc1c3ccccc3c3c(ccc4c5ccccc5c5ccccc5c43)c21
hc_c46h26_0pent_6633 c1ccc2cc3c(ccc4c5c6ccccc6ccc5c5c6cc7ccccc7cc6c6cc7ccccc7cc6c5c34)cc2c1
hc_c46h26_0pent_5843 c1ccc2c(c1)ccc1ccc3c4ccc5ccc6cc7c(ccc8ccc9ccc%10ccccc%10c9c87)cc6c5c4ccc3c12
hc_c46h26_0pent_17514 c1ccc2c(c1)ccc1cc3c(cc12)c1c(ccc2ccc4ccccc4c21)c1ccc2ccc4ccc5ccccc5c4c2c13
hc_c46h26_0pent_18590 c1ccc2cc3cc4c(ccc5ccc6cc7c(cc6c54)c4ccccc4c4ccc5c6ccccc6ccc5c47)cc3cc2c1
hc_c42h24_0pent_881 c1ccc2cc3c(ccc4ccc5ccc6cc7ccc8c9ccccc9c9ccccc9c8c7cc6c5c43)cc2c1
hc_c46h26_0pent_26369 c1ccc2cc3cc4cc5c(ccc6c5c5ccccc5c5ccc7c8ccccc8c8ccccc8c7c56)cc4cc3cc2c1
hc_c46h26_0pent_16571 c1ccc2cc3c(cc2c1)c1ccccc1c1c2c4cc5c(ccc6ccc7ccccc7c65)cc4ccc2c2ccccc2c31
hc_c46h26_0pent_13320 c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1c2ccccc2c2c3ccccc3ccc2c1c1ccc2ccccc2c41
hc_c46h26_0pent_22484 c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5c(ccc6ccccc65)cc3c2c2ccccc2c41
hc_c46h26_0pent_25855 c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7c8ccccc8c8ccccc8c7c6cc5cc4cc3c3ccccc3c21
hc_c38h22_0pent_1324 c1ccc2cc3cc4c(ccc5cc6c7ccccc7c7ccc8ccccc8c7c6cc54)cc3cc2c1
hc_c46h26_0pent_450 c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2c1ccc1ccc3ccc4c(ccc5ccc6ccccc6c54)c3c12
hc_c46h26_0pent_17968 c1ccc2cc3cc4c(ccc5ccc6c7ccccc7c7cc8ccc9ccc%10ccccc%10c9c8cc7c6c54)cc3cc2c1
hc_c34h20_0pent_183 c1ccc2cc3c(ccc4cc5ccc6cc7ccc8ccccc8c7cc6c5cc43)cc2c1
hc_c46h26_0pent_17894 c1ccc2cc3cc4c(ccc5ccc6ccc7cc8cc9c%10ccccc%10c%10ccccc%10c9cc8cc7c6c54)cc3cc2c1
hc_c46h26_0pent_7814 c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(ccc4cc5c(ccc6c5ccc5ccc7ccccc7c56)cc42)cc31
hc_c46h26_0pent_4419 c1ccc2cc3c(ccc4c5ccccc5c5cc6ccc7ccc8cc9ccc%10ccccc%10c9cc8c7c6cc5c34)cc2c1
hc_c46h26_0pent_21921 c1ccc2cc3c(ccc4cc5cc6ccc7ccc8c9ccccc9c9c%10ccccc%10ccc9c8c7c6cc5cc43)cc2c1
hc_c46h26_0pent_8149 c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(ccc4c2ccc2c4ccc4c5ccccc5c5ccccc5c24)cc31
hc_c46h26_0pent_12100 c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4c5ccccc5ccc4c2c2c4ccc5ccccc5c4ccc2c31
hc_c46h26_0pent_7566 c1ccc2cc3c(ccc4cc5c(cc43)c3ccc4ccccc4c3c3ccc4c6ccc7ccccc7c6ccc4c53)cc2c1
hc_c46h26_0pent_19444 c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6cc7cc8c(ccc9c%10ccccc%10ccc89)cc7cc6c54)c3cc12
