molecule_id,smiles,annulation,n_branches,longest_A,longest_L,longest_L_degeneracy,second_longest_L,ratio_L,n_LAL,n_rings,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,aEA_eV,aIP_eV
hc_c42h24_0pent_6012,c1ccc2cc3cc4c(ccc5c4ccc4ccc6c7ccccc7c7c8ccccc8ccc7c6c45)cc3cc2c1,llaaaa()a,1,5,2,1,0,0.2857142857142857,0,10,-5.023,-2.273,2.749,0.106,-43887.464,-43881.38,-43888.72,-1.256,6.083
hc_c42h24_0pent_5978,c1ccc2cc3cc4c(ccc5c6cc7c(ccc8cc9c(ccc%10ccccc%109)cc87)cc6ccc45)cc3cc2c1,llaalala,0,2,2,1,1,0.5,1,10,-5.019,-2.339,2.68,0.047,-43888.361,-43882.311,-43889.687,-1.326,6.05
hc_c42h24_0pent_3426,c1ccc2c(c1)ccc1c2ccc2c3cc4c(cc3c3ccccc3c12)c1ccccc1c1c2ccccc2ccc41,aaa()la()a,2,3,1,1,0,0.1666666666666666,0,10,-5.478,-1.798,3.68,0.102,-43888.057,-43881.581,-43888.889,-0.832,6.476
hc_c42h24_0pent_6372,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1cc2ccccc2cc1c1ccc2ccc3ccccc3c2c15,aaa(l)lll,1,3,3,1,1,0.5714285714285714,0,10,-4.842,-2.462,2.38,0.134,-43887.584,-43881.682,-43889.018,-1.434,5.902
hc_c42h24_0pent_601,c1ccc2c(c1)ccc1c3ccc4c5ccc6ccc7ccccc7c6c5c5ccccc5c4c3c3ccccc3c21,aaa()aa()a,2,6,0,0,0,0.0,0,10,-5.467,-1.785,3.682,0.139,-43886.891,-43880.436,-43887.708,-0.817,6.456
hc_c42h24_0pent_3535,c1ccc2cc3c(ccc4c5cc6ccccc6cc5c5c6ccccc6c6cc7ccccc7cc6c5c34)cc2c1,la()a(l)al,2,2,1,3,0,0.5,0,10,-5.076,-2.125,2.95,0.114,-43887.548,-43881.487,-43888.694,-1.146,6.062
hc_c42h24_0pent_3928,c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7c(ccc8ccccc87)cc6c6ccccc6c5c34)cc2c1,laaaa()la,1,4,1,2,0,0.2857142857142857,0,10,-5.286,-1.991,3.295,0.115,-43888.049,-43881.758,-43889.075,-1.026,6.291
hc_c42h24_0pent_2684,c1ccc2c(c1)ccc1ccc3c4cc5c(cc4ccc3c12)c1ccc2ccccc2c1c1c2ccccc2ccc51,aaala(a)a,1,3,1,1,0,0.1428571428571428,0,10,-5.331,-1.919,3.412,0.184,-43887.796,-43881.467,-43888.752,-0.955,6.329
hc_c42h24_0pent_1433,c1ccc2c(c1)ccc1c3cc4c(ccc5ccc6c(ccc7c8ccccc8c8ccccc8c76)c54)cc3ccc21,a()aaalaa,1,4,1,1,0,0.1428571428571428,0,10,-5.286,-1.992,3.294,0.173,-43888.005,-43881.694,-43888.996,-0.991,6.311
hc_c42h24_0pent_188,c1ccc2c(c1)ccc1c2ccc2c3ccc4ccccc4c3c3c(ccc4ccc5c6ccccc6ccc5c43)c12,aaa(a)aaa,1,7,0,0,0,0.0,0,10,-5.431,-1.792,3.639,0.223,-43887.575,-43881.138,-43888.405,-0.83,6.437
hc_c38h22_0pent_953,c1ccc2cc3c(ccc4c5cc6ccc7ccc8c9ccccc9ccc8c7c6cc5ccc34)cc2c1,laalaaa,0,3,1,2,0,0.2857142857142857,0,9,-5.213,-2.09,3.123,0.083,-39712.99,-39706.724,-39714.065,-1.075,6.265
hc_c42h24_0pent_3555,c1ccc2cc3c(cc2c1)c1ccc2cc4c(ccc5ccccc54)cc2c1c1ccc2c4ccccc4ccc2c31,alaa(l)aa,1,2,1,2,0,0.2857142857142857,0,10,-5.213,-2.07,3.143,0.075,-43887.958,-43881.746,-43889.061,-1.103,6.213
hc_c42h24_0pent_5168,c1ccc2cc3cc4c(ccc5cc6c(cc54)c4ccccc4c4ccc5ccc7ccccc7c5c46)cc3cc2c1,llala()aa,1,3,2,1,1,0.4285714285714285,1,10,-5.097,-2.212,2.885,0.227,-43887.873,-43881.692,-43889.049,-1.176,6.18
hc_c42h24_0pent_1946,c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1cc2c(cc31)c1ccccc1c1c3ccccc3ccc21,la(l)la()a,2,2,1,3,0,0.5,0,10,-5.492,-1.861,3.631,0.105,-43888.241,-43881.763,-43889.125,-0.884,6.477
hc_c38h22_0pent_803,c1ccc2cc3c(ccc4c3ccc3c5cc6ccc7ccc8ccccc8c7c6cc5ccc34)cc2c1,laaalaa,0,3,1,2,0,0.2857142857142857,0,9,-5.376,-1.97,3.406,0.162,-39713.009,-39706.617,-39713.998,-0.989,6.392
hc_c42h24_0pent_2069,c1ccc2cc3c(ccc4cc5c6cc7ccc8ccccc8c7cc6c6ccc7ccccc7c6c5cc43)cc2c1,ala(a)lal,1,2,1,3,0,0.4285714285714285,1,10,-5.308,-1.964,3.345,0.216,-43888.317,-43882.024,-43889.322,-1.004,6.293
hc_c38h22_0pent_1310,c1ccc2cc3cc4c(ccc5cc6cc7c8ccccc8c8ccccc8c7cc6cc54)cc3cc2c1,a()llall,1,1,2,2,0,0.6666666666666666,1,9,-5.169,-2.182,2.987,0.154,-39713.031,-39706.798,-39714.171,-1.14,6.233
hc_c34h20_0pent_209,c1ccc2c(c1)ccc1cc3ccc4c5c6ccccc6ccc5c5ccccc5c4c3cc12,aa()ala,1,3,1,1,0,0.2,0,8,-5.316,-1.942,3.375,0.329,-35537.454,-35531.042,-35538.34,-0.886,6.413
hc_c42h24_0pent_2614,c1ccc2c(c1)ccc1c2ccc2c3cc4ccc5c6ccc7ccccc7c6c6ccccc6c5c4cc3ccc21,aaalaa()a,1,3,1,1,0,0.1428571428571428,0,10,-5.305,-1.995,3.309,0.176,-43888.103,-43881.778,-43889.117,-1.013,6.325
hc_c42h24_0pent_1329,c1ccc2c(c1)ccc1ccc3cc4c(ccc5ccc6c7ccccc7c7ccc8ccccc8c7c6c54)cc3c12,aa()aalaa,1,4,1,1,0,0.1428571428571428,0,10,-5.273,-1.937,3.336,0.223,-43887.539,-43881.178,-43888.469,-0.93,6.36
hc_c42h24_0pent_1367,c1ccc2c(c1)ccc1c3ccccc3c3ccc4ccc5cc6c7ccccc7c7ccccc7c6cc5c4c3c21,aa()aala(),2,4,1,1,0,0.1666666666666666,0,10,-5.461,-1.804,3.657,0.246,-43887.837,-43881.31,-43888.641,-0.804,6.527
hc_c42h24_0pent_5774,c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c5ccc5ccc6ccc7ccccc7c6c54)cc3cc12,allaaaaa,0,5,2,1,0,0.25,0,10,-5.112,-2.192,2.921,0.158,-43887.991,-43881.826,-43889.164,-1.173,6.166
hc_c42h24_0pent_3112,c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c1ccc1c3c4ccccc4ccc3c3ccccc3c21,aa()aaa()l,2,5,1,1,0,0.1666666666666666,0,10,-5.326,-1.92,3.405,0.181,-43887.724,-43881.408,-43888.688,-0.963,6.317
hc_c42h24_0pent_2631,c1ccc2c(c1)ccc1c3ccc4cc5c6ccccc6c6ccccc6c5cc4c3c3ccc4ccccc4c3c21,aa(a)ala(),2,4,1,1,0,0.1666666666666666,0,10,-5.397,-1.92,3.477,0.05,-43887.701,-43881.29,-43888.633,-0.932,6.411
hc_c18h12_0pent_3,c1ccc2c(c1)ccc1ccc3ccccc3c12,aa,0,2,0,0,0,0.0,0,4,-5.703,-1.511,4.192,0.061,-18836.748,-18829.62,-18836.881,-0.132,7.128
hc_c42h24_0pent_5930,c1ccc2c(c1)ccc1cc3cc4c(ccc5c6cc7c8ccccc8c8ccccc8c7cc6ccc45)cc3cc12,allaala(),1,2,2,1,1,0.4285714285714285,0,10,-5.103,-2.259,2.844,0.062,-43888.485,-43882.357,-43889.745,-1.26,6.129
hc_c42h24_0pent_2998,c1ccc2cc3c(ccc4c3c3ccccc3c3c5cc6ccccc6cc5c5c6ccccc6ccc5c43)cc2c1,laa()a(l)a,2,3,1,2,0,0.3333333333333333,0,10,-5.199,-2.06,3.139,0.068,-43887.257,-43881.063,-43888.35,-1.093,6.194
hc_c42h24_0pent_5972,c1ccc2cc3cc4c(ccc5c6cc7c(ccc8c9ccccc9ccc78)cc6c6ccccc6c45)cc3cc2c1,llaa()laa,1,2,2,1,1,0.4285714285714285,0,10,-4.965,-2.357,2.607,0.073,-43888.003,-43882.006,-43889.352,-1.349,5.997
hc_c42h24_0pent_3950,c1ccc2c(c1)ccc1cc3ccc4c(ccc5c6ccccc6c6c7ccc8ccccc8c7ccc6c45)c3cc12,aaa()aala,1,5,1,1,0,0.1428571428571428,0,10,-5.474,-1.838,3.635,0.205,-43888.058,-43881.577,-43888.929,-0.872,6.481
hc_c42h24_0pent_5989,c1ccc2cc3cc4c(ccc5c4ccc4ccc6c(ccc7ccc8c9ccccc9ccc8c76)c45)cc3cc2c1,llaaaaaa,0,6,2,1,0,0.25,0,10,-5.041,-2.29,2.751,0.103,-43887.704,-43881.602,-43888.966,-1.262,6.102
hc_c38h22_0pent_877,c1ccc2cc3c(ccc4c3ccc3c5c6ccccc6ccc5c5c6ccccc6ccc5c43)cc2c1,aa(a)aal,1,5,1,1,0,0.1666666666666666,0,9,-5.293,-2.0,3.293,0.185,-39712.338,-39706.003,-39713.343,-1.004,6.335
hc_c42h24_0pent_5244,c1ccc2c(c1)ccc1cc3cc4c(ccc5cc6c(ccc7ccc8c9ccccc9ccc8c76)cc54)cc3cc12,allalaaa,0,3,2,1,1,0.375,1,10,-5.204,-2.137,3.067,0.084,-43888.284,-43882.065,-43889.421,-1.137,6.22
hc_c38h22_0pent_193,c1ccc2c(c1)ccc1c2ccc2c3c4ccccc4ccc3c3ccc4ccc5ccccc5c4c3c12,aaa(a)aa,1,6,0,0,0,0.0,0,9,-5.466,-1.787,3.679,0.22,-39712.391,-39705.874,-39713.151,-0.76,6.517
hc_c42h24_0pent_2902,c1ccc2cc3c(ccc4c3ccc3c4c4ccccc4c4c5ccccc5c5cc6ccccc6cc5c34)cc2c1,la()a()aal,2,4,1,2,0,0.3333333333333333,0,10,-5.239,-2.042,3.196,0.332,-43887.28,-43881.052,-43888.377,-1.097,6.228
hc_c42h24_0pent_1932,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c4cc5ccccc5cc4c4cc5ccccc5cc4c2cc31,la(l)la()l,2,1,1,4,0,0.6666666666666666,0,10,-5.436,-1.899,3.537,0.008,-43888.497,-43882.071,-43889.429,-0.932,6.426
hc_c42h24_0pent_2606,c1ccc2c(c1)ccc1c3cc4c5ccccc5c5c6ccc7ccccc7c6c6ccccc6c5c4cc3ccc21,aa()a()laa,2,3,1,1,0,0.1666666666666666,0,10,-5.352,-1.951,3.401,0.223,-43887.458,-43881.103,-43888.469,-1.011,6.354
hc_c30h18_0pent_26,c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3ccc4ccccc4c3c12,aa()aa,1,4,0,0,0,0.0,0,7,-5.541,-1.621,3.92,0.141,-31362.285,-31355.61,-31362.807,-0.522,6.675
hc_c42h24_0pent_6216,c1ccc2cc3cc4cc5c(ccc6c7c8ccccc8ccc7c7cc8ccccc8cc7c56)cc4cc3cc2c1,la(a)alll,1,3,3,1,1,0.5714285714285714,0,10,-4.719,-2.618,2.102,0.284,-43887.332,-43881.586,-43888.947,-1.616,5.746
hc_c34h20_0pent_380,c1ccc2c(c1)ccc1c3cc4cc5c(ccc6c7ccccc7ccc56)cc4cc3ccc21,aallaa,0,2,2,1,0,0.3333333333333333,0,8,-5.072,-2.261,2.811,0.093,-35537.917,-35531.753,-35539.113,-1.196,6.164
hc_c42h24_0pent_3083,c1ccc2cc3c(ccc4c5ccc6cc7ccccc7cc6c5c5c6ccc7ccccc7c6ccc5c34)cc2c1,aaa(al)al,1,4,1,2,0,0.2857142857142857,0,10,-5.213,-2.12,3.093,0.092,-43887.491,-43881.272,-43888.634,-1.143,6.22
hc_c34h20_0pent_398,c1ccc2cc3cc4c(ccc5c6cc7c(ccc8ccccc87)cc6ccc45)cc3cc2c1,llaala,0,2,2,1,1,0.5,0,8,-5.008,-2.332,2.676,0.042,-35537.778,-35531.67,-35539.039,-1.261,6.108
hc_c42h24_0pent_5095,c1ccc2cc3cc4c(ccc5cc6cc7c(ccc8ccc9c%10ccccc%10ccc9c87)cc6cc54)cc3cc2c1,aaallall,0,3,2,2,0,0.5,1,10,-5.162,-2.192,2.97,0.168,-43887.996,-43881.859,-43889.234,-1.238,6.137
hc_c42h24_0pent_5482,c1ccc2cc3c(ccc4cc5cc6ccc7cc8ccc9c%10ccccc%10ccc9c8cc7c6cc5cc43)cc2c1,lallalaa,0,2,2,1,1,0.5,2,10,-5.285,-2.091,3.193,0.256,-43888.485,-43882.184,-43889.574,-1.089,6.301
hc_c42h24_0pent_6250,c1ccc2cc3cc4cc5c(ccc6ccc7c8ccccc8c8c9ccccc9ccc8c7c65)cc4cc3cc2c1,aa()aalll,1,4,3,1,0,0.4285714285714285,0,10,-4.768,-2.525,2.243,0.05,-43887.211,-43881.355,-43888.683,-1.472,5.856
hc_c42h24_0pent_3422,c1ccc2c(c1)ccc1c2ccc2c3cc4c(cc3ccc21)c1ccccc1c1c2ccccc2c2ccccc2c41,aaala()a(),2,3,1,1,0,0.1666666666666666,0,10,-5.286,-1.902,3.384,0.152,-43888.138,-43881.85,-43889.068,-0.93,6.288
hc_c42h24_0pent_6306,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1cc2ccccc2cc1c1cc2cc3ccccc3cc2cc15,lla(l)lll,1,1,3,1,2,0.8571428571428571,0,10,-4.918,-2.512,2.406,0.023,-43887.896,-43881.958,-43889.427,-1.531,5.938
hc_c42h24_0pent_1549,c1ccc2cc3c(ccc4ccc5c(c6ccc7ccccc7c6c6c7ccccc7c7ccccc7c56)c43)cc2c1,a()a(a)aal,2,5,1,1,0,0.1666666666666666,0,10,-5.236,-1.985,3.251,0.165,-43886.746,-43880.462,-43887.736,-0.99,6.284
hc_c42h24_0pent_2117,c1ccc2c(c1)ccc1cc3ccc4cc5c(ccc6c7ccccc7c7ccc8ccccc8c7c56)cc4c3cc12,alalaa()a,1,3,1,2,0,0.2857142857142857,1,10,-5.334,-1.902,3.432,0.24,-43888.085,-43881.736,-43888.994,-0.909,6.349
hc_c38h22_0pent_916,c1ccc2c(c1)ccc1cc3c(cc12)c1ccc2ccccc2c1c1c2ccc4ccccc4c2ccc31,aaa(a)la,1,4,1,1,0,0.1666666666666666,0,9,-5.416,-1.825,3.591,0.143,-39712.851,-39706.402,-39713.67,-0.819,6.449
hc_c42h24_0pent_5921,c1ccc2cc3cc4c(ccc5c6cc7c(cc6ccc45)c4ccccc4c4ccc5ccccc5c47)cc3cc2c1,llaala()a,1,2,2,1,1,0.4285714285714285,0,10,-5.007,-2.325,2.682,0.153,-43888.024,-43881.98,-43889.327,-1.304,6.044
hc_c38h22_0pent_1345,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2cc4c(ccc5ccc6ccccc6c54)cc2cc13,aalla()l,1,2,2,1,1,0.5,0,9,-5.198,-2.173,3.025,0.055,-39712.907,-39706.636,-39714.04,-1.133,6.271
hc_c42h24_0pent_2048,c1ccc2cc3c(ccc4cc5c(ccc6cc7ccc8ccc9c%10ccccc%10ccc9c8c7cc65)cc43)cc2c1,aaalalal,0,3,1,3,0,0.375,2,10,-5.323,-1.977,3.346,0.13,-43888.342,-43882.023,-43889.352,-1.01,6.319
hc_c34h20_0pent_378,c1ccc2c(c1)ccc1cc3cc4ccc5c6ccccc6c6ccccc6c5c4cc3cc12,allaa(),1,2,2,1,0,0.4,0,8,-5.069,-2.228,2.841,0.144,-35537.61,-35531.435,-35538.761,-1.15,6.175
hc_c42h24_0pent_4409,c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1ccc2ccc3ccccc3c2c1c1c2ccccc2ccc41,aaa(a)laa,1,4,1,1,0,0.1428571428571428,0,10,-5.295,-1.94,3.355,0.054,-43887.583,-43881.273,-43888.541,-0.957,6.31
hc_c38h22_0pent_1086,c1ccc2cc3c(ccc4c3ccc3ccc5cc6c(ccc7ccc8ccccc8c76)cc5c34)cc2c1,aalaaal,0,3,1,2,0,0.2857142857142857,0,9,-5.325,-1.964,3.361,0.105,-39712.684,-39706.334,-39713.661,-0.977,6.35
hc_c38h22_0pent_414,c1ccc2cc3c(ccc4ccc5c6ccc7ccc8ccc9ccccc9c8c7c6ccc5c43)cc2c1,aaaaaal,0,6,1,1,0,0.1428571428571428,0,9,-5.313,-1.926,3.387,0.14,-39712.477,-39706.073,-39713.353,-0.876,6.404
hc_c38h22_0pent_1564,c1ccc2c(c1)ccc1cc3cc4c(ccc5ccc6ccc7ccc8ccccc8c7c6c54)cc3cc12,allaaaa,0,4,2,1,0,0.2857142857142857,0,9,-5.053,-2.168,2.885,0.2,-39712.453,-39706.276,-39713.558,-1.105,6.177
hc_c42h24_0pent_4453,c1ccc2c(c1)ccc1c3cc4ccc5ccc6ccc7ccc8ccccc8c7c6c5c4cc3c3ccccc3c21,aa()laaaa,1,4,1,1,0,0.1428571428571428,0,10,-5.331,-1.932,3.399,0.305,-43887.551,-43881.173,-43888.449,-0.898,6.379
hc_c42h24_0pent_3516,c1ccc2c(c1)ccc1cc3c4ccccc4c4c(c3cc12)c1ccccc1c1c2ccccc2c2ccccc2c14,a()a()a()la,3,3,1,1,0,0.2,0,10,-5.317,-1.885,3.432,0.206,-43887.536,-43881.23,-43888.468,-0.932,6.306
hc_c42h24_0pent_4221,c1ccc2cc3c(ccc4c3ccc3ccc5cc6c(cc5c34)c3ccccc3c3c4ccccc4ccc63)cc2c1,aa()laaal,1,3,1,2,0,0.2857142857142857,0,10,-5.373,-1.933,3.44,0.098,-43887.984,-43881.594,-43888.927,-0.943,6.389
hc_c42h24_0pent_4636,c1ccc2cc3cc4c(ccc5ccc6ccc7c8ccccc8c8c9ccccc9ccc8c7c6c54)cc3cc2c1,llaaaa()a,1,5,2,1,0,0.2857142857142857,0,10,-4.949,-2.237,2.713,0.187,-43886.976,-43880.898,-43888.104,-1.128,6.077
hc_c42h24_0pent_413,c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c4ccccc4c4ccc5c6ccccc6ccc5c4c3c12,aaa()aaaa,1,7,0,0,0,0.0,0,10,-5.475,-1.767,3.708,0.16,-43887.656,-43881.396,-43888.408,-0.752,6.26
hc_c42h24_0pent_1471,c1ccc2cc3c(ccc4ccc5c6c7ccccc7ccc6c6c(ccc7ccc8ccccc8c76)c5c43)cc2c1,aaa(a)aal,1,6,1,1,0,0.1428571428571428,0,10,-5.277,-1.961,3.316,0.15,-43887.034,-43880.708,-43887.982,-0.948,6.326
hc_c42h24_0pent_6126,c1ccc2c(c1)ccc1c3cc4cc5ccc6ccc7ccc8ccccc8c7c6c5cc4cc3c3ccccc3c21,aaalla()a,1,3,2,1,0,0.2857142857142857,0,10,-5.099,-2.187,2.912,0.189,-43887.65,-43881.514,-43888.832,-1.182,6.136
hc_c42h24_0pent_6543,c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1ccc2ccccc2c1c1ccc2ccccc2c51,aa(a)llla,1,3,3,1,0,0.4285714285714285,0,10,-4.9,-2.454,2.445,0.264,-43887.679,-43881.774,-43889.152,-1.473,5.905
hc_c42h24_0pent_5617,c1ccc2cc3cc4c(ccc5c4ccc4c5ccc5ccc6cc7cc8ccccc8cc7cc6c54)cc3cc2c1,llaaaall,0,4,2,2,0,0.5,0,10,-4.96,-2.386,2.574,0.118,-43887.775,-43881.859,-43889.229,-1.453,5.916
hc_c42h24_0pent_5364,c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2ccccc2c2cc3ccccc3cc2c41,lla(l)a()l,2,1,2,1,1,0.6666666666666666,0,10,-5.014,-2.224,2.79,0.014,-43887.728,-43881.741,-43888.989,-1.261,5.987
hc_c42h24_0pent_1344,c1ccc2c(c1)ccc1c3cc4ccc5ccc6c(ccc7ccc8ccc9ccccc9c8c76)c5c4cc3ccc21,aaaaalaa,0,5,1,1,0,0.125,0,10,-5.294,-1.984,3.31,0.175,-43887.777,-43881.459,-43888.773,-0.995,6.318
hc_c42h24_0pent_837,c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1ccc2ccc4cc5ccc6ccccc6c5cc4c2c31,alaaa(l)a,1,3,1,2,0,0.2857142857142857,0,10,-5.302,-1.966,3.337,0.458,-43887.546,-43881.246,-43888.488,-0.942,6.299
hc_c42h24_0pent_572,c1ccc2c(c1)ccc1ccc3c4ccc5c(ccc6c5ccc5c6ccc6ccc7ccccc7c65)c4ccc3c12,aaaaaaaa,0,8,0,0,0,0.0,0,10,-5.513,-1.721,3.793,0.0,-43888.164,-43881.656,-43888.962,-0.798,6.508
hc_c42h24_0pent_6482,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1c2cc3ccccc3cc2c2ccccc2c51,la()a()lll,2,2,3,1,1,0.6666666666666666,0,10,-4.795,-2.523,2.272,0.023,-43887.525,-43881.724,-43889.048,-1.523,5.802
hc_c42h24_0pent_2667,c1ccc2c(c1)ccc1c3cc4c5ccccc5c5c6ccccc6c6ccc7ccccc7c6c5c4cc3ccc21,aala()a()a,2,3,1,1,0,0.1666666666666666,0,10,-5.315,-1.893,3.422,0.216,-43887.639,-43881.307,-43888.55,-0.911,6.333
hc_c34h20_0pent_48,c1ccc2c(c1)ccc1ccc3c4ccc5ccc6ccc7ccccc7c6c5c4ccc3c12,aaaaaa,0,6,0,0,0,0.0,0,8,-5.534,-1.681,3.852,0.076,-35537.309,-35530.675,-35537.938,-0.629,6.635
hc_c38h22_0pent_1174,c1ccc2cc3c(cc2c1)c1ccc2ccc4ccc5ccccc5c4c2c1c1ccc2ccccc2c31,aaaa(l)a,1,4,1,1,0,0.1666666666666666,0,9,-5.259,-1.949,3.31,0.265,-39712.131,-39705.801,-39713.073,-0.942,6.33
hc_c38h22_0pent_540,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(ccc4ccc5c6ccccc6ccc5c42)cc31,la()laaa,1,3,1,2,0,0.3333333333333333,0,9,-5.515,-1.83,3.686,0.131,-39713.072,-39706.52,-39713.89,-0.818,6.552
hc_c42h24_0pent_1557,c1ccc2cc3c(ccc4ccc5c(ccc6c7c8ccccc8ccc7c7c8ccccc8ccc7c56)c43)cc2c1,aa(a)aaal,1,6,1,1,0,0.1428571428571428,0,10,-5.291,-1.979,3.312,0.221,-43887.216,-43880.9,-43888.216,-1.0,6.316
hc_c42h24_0pent_5250,c1ccc2cc3cc4c(ccc5cc6c(cc54)c4ccccc4c4ccc5cc7ccccc7cc5c46)cc3cc2c1,llala()al,1,2,2,1,1,0.5714285714285714,1,10,-5.102,-2.244,2.857,0.145,-43887.97,-43881.88,-43889.246,-1.276,6.09
hc_c42h24_0pent_2938,c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccc4ccc5c6ccccc6ccc5c4c2c2ccccc2c31,aaaa()a()l,2,5,1,1,0,0.1666666666666666,0,10,-5.277,-1.915,3.362,0.109,-43887.39,-43881.111,-43888.324,-0.935,6.279
hc_c38h22_0pent_437,c1ccc2c(c1)ccc1cc3c4ccccc4c4ccc5c6ccc7ccccc7c6ccc5c4c3cc12,aaaa()la,1,4,1,1,0,0.1666666666666666,0,9,-5.406,-1.823,3.583,0.072,-39713.135,-39706.688,-39713.942,-0.807,6.447
hc_c42h24_0pent_6241,c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7ccc8c9ccccc9ccc8c7c6cc5cc4cc3ccc21,aaalllaa,0,3,3,1,0,0.375,0,10,-4.848,-2.526,2.321,0.084,-43887.969,-43882.103,-43889.504,-1.535,5.866
hc_c38h22_0pent_417,c1ccc2cc3c(ccc4ccc5c6ccc7ccc8ccccc8c7c6c6ccccc6c5c43)cc2c1,aaa()aal,1,5,1,1,0,0.1666666666666666,0,9,-5.293,-1.93,3.363,0.095,-39711.988,-39705.601,-39712.852,-0.864,6.386
hc_c42h24_0pent_6481,c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2cc3ccccc3cc2c1c1ccc2ccccc2c51,laa(a)lll,1,3,3,1,1,0.5714285714285714,0,10,-4.776,-2.577,2.199,0.078,-43887.37,-43881.594,-43888.97,-1.599,5.776
hc_c42h24_0pent_1431,c1ccc2c(c1)ccc1c3cc4c(ccc5ccc6c7ccc8ccc9ccccc9c8c7ccc6c54)cc3ccc21,aaaaalaa,0,5,1,1,0,0.125,0,10,-5.322,-1.968,3.355,0.199,-43888.077,-43881.727,-43889.035,-0.957,6.35
hc_c42h24_0pent_2007,c1ccc2cc3c(ccc4ccc5cc6c(cc5c43)c3ccc4ccccc4c3c3cc4ccccc4cc63)cc2c1,la(a)laal,1,2,1,3,0,0.4285714285714285,0,10,-5.263,-2.094,3.169,0.114,-43887.885,-43881.612,-43888.961,-1.076,6.273
hc_c42h24_0pent_1745,c1ccc2cc3c(ccc4ccc5c(ccc6ccc7c8ccccc8c8cc9ccccc9cc8c7c65)c43)cc2c1,la()aaaal,1,5,1,2,0,0.2857142857142857,0,10,-5.283,-2.007,3.275,0.083,-43887.591,-43881.299,-43888.625,-1.034,6.293
hc_c38h22_0pent_120,c1ccc2c(c1)ccc1c2ccc2ccc3c4ccccc4c4ccc5c6ccccc6ccc5c4c3c21,aaa()aaa,1,6,0,0,0,0.0,0,9,-5.464,-1.736,3.727,0.045,-39712.584,-39706.082,-39713.291,-0.707,6.502
hc_c38h22_0pent_963,c1ccc2c(c1)ccc1cc3ccc4c5cc6ccc7c8ccccc8ccc7c6cc5ccc4c3cc12,alaalaa,0,2,1,2,0,0.2857142857142857,0,9,-5.252,-2.051,3.201,0.097,-39713.367,-39707.083,-39714.418,-1.051,6.284
hc_c42h24_0pent_5775,c1ccc2c(c1)ccc1ccc3cc4cc5c(ccc6c5ccc5c6ccc6ccc7ccccc7c65)cc4cc3c12,aallaaaa,0,4,2,1,0,0.25,0,10,-5.059,-2.278,2.78,0.07,-43887.93,-43881.843,-43889.208,-1.279,6.087
hc_c42h24_0pent_4474,c1ccc2c(c1)ccc1c3cc4c5ccccc5c5ccccc5c4cc3c3c4ccccc4c4ccccc4c3c21,a()a(a)la(),3,3,1,1,0,0.2,0,10,-5.32,-1.884,3.436,0.097,-43887.868,-43881.549,-43888.78,-0.912,6.32
hc_c42h24_0pent_1167,c1ccc2c(c1)ccc1cc3c(ccc4ccc5cc6c(ccc7c6ccc6c8ccccc8ccc67)cc5c43)cc12,alaalaaa,0,3,1,2,0,0.25,0,10,-5.263,-2.089,3.173,0.09,-43888.399,-43882.125,-43889.492,-1.093,6.273
hc_c30h18_0pent_55,c1ccc2c(c1)ccc1c3cc4ccc5c6ccccc6ccc5c4cc3ccc21,aalaa,0,2,1,1,0,0.2,0,7,-5.335,-1.917,3.417,0.0,-31362.833,-31356.356,-31363.642,-0.809,6.477
hc_c38h22_0pent_779,c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5ccc6ccc7ccccc7c6c5c43)cc2c1,aaaaaal,0,6,1,1,0,0.1428571428571428,0,9,-5.293,-1.906,3.386,0.208,-39712.546,-39706.134,-39713.406,-0.86,6.412
hc_c42h24_0pent_6032,c1ccc2cc3cc4c(ccc5c4c4ccccc4c4ccc6c7ccccc7c7ccccc7c6c45)cc3cc2c1,llaa()aa(),2,4,2,1,0,0.3333333333333333,0,10,-4.971,-2.295,2.676,0.319,-43887.488,-43881.44,-43888.76,-1.272,6.048
