molecule_id,smiles,annulation,n_branches,longest_A,longest_L,longest_L_degeneracy,second_longest_L,ratio_L,n_LAL,n_rings,HOMO_eV,LUMO_eV,GAP_eV,Dipmom_Debye,Etot_eV,Etot_pos_eV,Etot_neg_eV,aEA_eV,aIP_eV
hc_c42h24_0pent_2188,c1ccc2cc3c(ccc4cc5c(cc43)c3ccccc3c3c4ccc6ccccc6c4c4ccccc4c53)cc2c1,lala()a()a,2,3,1,2,0,0.3333333333333333,1,10,-5.355,-1.934,3.421,0.203,-43887.629,-43881.304,-43888.628,-0.998,6.325
hc_c42h24_0pent_5824,c1ccc2cc3c(ccc4cc5cc6c(ccc7c8cc9ccccc9cc8c8ccccc8c67)cc5cc43)cc2c1,lallaa()l,1,2,2,1,1,0.5714285714285714,1,10,-5.066,-2.26,2.806,0.124,-43888.023,-43881.961,-43889.316,-1.293,6.062
hc_c42h24_0pent_5790,c1ccc2c(c1)ccc1cc3cc4ccc5c(ccc6c5ccc5ccc7ccc8ccccc8c7c56)c4cc3cc12,allaaaaa,0,5,2,1,0,0.25,0,10,-5.115,-2.193,2.922,0.299,-43887.985,-43881.815,-43889.157,-1.172,6.17
hc_c42h24_0pent_1266,c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)c1ccccc1c1ccc2c(ccc3ccc5ccccc5c32)c14,aaaa()laa,1,4,1,1,0,0.1428571428571428,0,10,-5.328,-1.938,3.39,0.048,-43887.72,-43881.386,-43888.679,-0.96,6.334
hc_c38h22_0pent_768,c1ccc2cc3c(ccc4c5ccccc5c5ccc6c(ccc7ccc8ccccc8c76)c5c34)cc2c1,aaaa()al,1,5,1,1,0,0.1666666666666666,0,9,-5.253,-1.955,3.298,0.047,-39712.349,-39705.996,-39713.221,-0.872,6.353
hc_c42h24_0pent_5527,c1ccc2c(c1)ccc1c3cc4cc5ccc6c7c8ccccc8ccc7c7ccccc7c6c5cc4cc3ccc21,aallaa()a,1,3,2,1,0,0.2857142857142857,0,10,-5.006,-2.303,2.703,0.129,-43887.817,-43881.793,-43889.136,-1.32,6.023
hc_c42h24_0pent_1500,c1ccc2cc3c(ccc4ccc5c(ccc6c7ccc8ccccc8c7c7ccc8ccccc8c7c56)c43)cc2c1,aa(a)aaal,1,6,1,1,0,0.1428571428571428,0,10,-5.284,-1.997,3.286,0.11,-43887.259,-43880.933,-43888.269,-1.01,6.326
hc_c42h24_0pent_3769,c1ccc2cc3c(ccc4c5cc6c(ccc7ccc8ccc9ccccc9c8c76)cc5c5ccccc5c34)cc2c1,laa()laaa,1,3,1,2,0,0.2857142857142857,0,10,-5.148,-2.041,3.108,0.388,-43887.694,-43881.49,-43888.737,-1.043,6.204
hc_c42h24_0pent_5660,c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1c2ccc3cc5ccccc5cc3c2c2ccccc2c41,lla()a()al,2,3,2,1,1,0.5,0,10,-5.049,-2.248,2.801,0.129,-43887.318,-43881.275,-43888.601,-1.283,6.043
hc_c42h24_0pent_1343,c1ccc2c(c1)ccc1c3cc4ccc5ccc6c7c8ccccc8ccc7c7ccccc7c6c5c4cc3ccc21,aa()aalaa,1,4,1,1,0,0.1428571428571428,0,10,-5.272,-1.949,3.323,0.301,-43887.729,-43881.444,-43888.693,-0.963,6.285
hc_c42h24_0pent_1657,c1ccc2cc3c(ccc4ccc5c6c7ccccc7ccc6c6ccc7ccc8ccccc8c7c6c5c43)cc2c1,aaa(a)aal,1,6,1,1,0,0.1428571428571428,0,10,-5.209,-1.939,3.27,0.334,-43887.085,-43880.77,-43887.958,-0.873,6.315
hc_c42h24_0pent_5061,c1ccc2c(c1)ccc1cc3cc4c(ccc5cc6ccc7c(ccc8c9ccccc9ccc87)c6cc54)cc3cc12,allalaaa,0,3,2,1,1,0.375,1,10,-5.228,-2.133,3.095,0.156,-43888.56,-43882.298,-43889.673,-1.112,6.263
hc_c42h24_0pent_3214,c1ccc2cc3c(ccc4c3ccc3c4ccc4c3ccc3c5c6ccccc6ccc5c5ccccc5c43)cc2c1,aa()aaaal,1,6,1,1,0,0.1428571428571428,0,10,-5.346,-1.938,3.407,0.329,-43887.959,-43881.615,-43888.946,-0.987,6.344
hc_c42h24_0pent_5088,c1ccc2cc3cc4c(cc3cc2c1)c1cc2cc3ccccc3cc2cc1c1c2ccccc2c2ccccc2c41,lla(a())ll,2,2,2,2,0,0.6666666666666666,0,10,-5.056,-2.18,2.876,0.042,-43887.636,-43881.627,-43888.821,-1.185,6.009
hc_c42h24_0pent_6434,c1ccc2cc3cc4cc5c(ccc6c7ccc8ccccc8c7c7c8ccccc8ccc7c56)cc4cc3cc2c1,aa(a)alll,1,4,3,1,0,0.4285714285714285,0,10,-4.787,-2.58,2.207,0.099,-43887.12,-43881.29,-43888.682,-1.562,5.829
hc_c42h24_0pent_5724,c1ccc2cc3cc4c(ccc5c4ccc4c6ccc7cc8c(ccc9ccccc98)cc7c6ccc54)cc3cc2c1,llaaaala,0,4,2,1,1,0.375,0,10,-5.059,-2.293,2.766,0.128,-43888.38,-43882.294,-43889.665,-1.285,6.086
hc_c42h24_0pent_3306,c1ccc2cc3c(ccc4c3c3ccc5ccccc5c3c3c5ccccc5c5ccc6ccccc6c5c43)cc2c1,aa()a(a)al,2,5,1,1,0,0.1666666666666666,0,10,-5.276,-1.958,3.318,0.285,-43886.902,-43880.577,-43887.852,-0.95,6.324
hc_c42h24_0pent_1693,c1ccc2c(c1)ccc1cc3c(ccc4ccc5c(ccc6ccc7c(ccc8ccc9ccccc9c87)c65)c43)cc12,aaaaaala,0,6,1,1,0,0.125,0,10,-5.369,-1.913,3.456,0.076,-43887.67,-43881.304,-43888.607,-0.937,6.366
hc_c42h24_0pent_4567,c1ccc2cc3cc4c(cc3cc2c1)c1ccccc1c1ccc2ccc3ccc5cc6ccccc6cc5c3c2c14,lla()aaal,1,4,2,1,1,0.4285714285714285,0,10,-4.989,-2.149,2.84,0.298,-43887.179,-43881.025,-43888.643,-1.464,6.154
hc_c42h24_0pent_2742,c1ccc2c(c1)ccc1ccc3ccc4cc5ccc6c7ccccc7c7ccc8ccccc8c7c6c5cc4c3c12,aa()alaaa,1,3,1,1,0,0.1428571428571428,0,10,-5.191,-1.933,3.258,0.448,-43887.315,-43881.042,-43888.189,-0.874,6.273
hc_c38h22_0pent_1170,c1ccc2cc3c(cc2c1)c1c(ccc2ccc4ccccc4c21)c1ccc2ccc4ccccc4c2c13,aaa(l)aa,1,3,1,1,0,0.1666666666666666,0,9,-5.238,-1.938,3.299,0.04,-39712.016,-39705.671,-39712.876,-0.86,6.345
hc_c38h22_0pent_100,c1ccc2c(c1)ccc1c2ccc2ccc3c4ccc5c(ccc6ccc7ccccc7c65)c4ccc3c21,aaaaaaa,0,7,0,0,0,0.0,0,9,-5.535,-1.706,3.829,0.048,-39712.876,-39706.301,-39713.61,-0.734,6.575
hc_c42h24_0pent_4693,c1ccc2cc3cc4c(ccc5ccc6cc7cc8ccc9ccc%10ccccc%10c9c8cc7cc6c54)cc3cc2c1,aallaall,0,2,2,2,0,0.5,0,10,-4.846,-2.491,2.355,0.188,-43887.574,-43881.712,-43889.076,-1.502,5.862
hc_c42h24_0pent_3692,c1ccc2cc3c(ccc4c5cc6c(cc5ccc34)c3c4ccccc4ccc3c3ccc4ccccc4c36)cc2c1,laala(a)a,1,3,1,2,0,0.2857142857142857,0,10,-5.174,-2.088,3.086,0.194,-43888.002,-43881.822,-43889.119,-1.118,6.179
hc_c42h24_0pent_1671,c1ccc2cc3c(ccc4ccc5c(ccc6ccc7c(ccc8c9ccccc9c9ccccc9c87)c65)c43)cc2c1,a()aaaaal,1,6,1,1,0,0.1428571428571428,0,10,-5.29,-1.97,3.32,0.148,-43887.545,-43881.238,-43888.511,-0.967,6.307
hc_c38h22_0pent_339,c1ccc2cc3c(ccc4ccc5cc6ccc7c(ccc8ccc9ccccc9c87)c6cc5c43)cc2c1,laalaaa,0,3,1,2,0,0.2857142857142857,0,9,-5.182,-2.143,3.039,0.145,-39712.692,-39706.438,-39713.785,-1.093,6.254
hc_c42h24_0pent_2748,c1ccc2c(c1)ccc1cc3ccc4c5c(ccc6ccc7ccccc7c65)c5ccc6ccccc6c5c4c3cc12,aaa(a)ala,1,5,1,1,0,0.1428571428571428,0,10,-5.309,-1.912,3.396,0.5,-43887.605,-43881.255,-43888.541,-0.936,6.35
hc_c42h24_0pent_3251,c1ccc2cc3c(ccc4c3ccc3c5ccc6cc7ccccc7cc6c5c5ccc6ccccc6c5c43)cc2c1,laa(a)aal,1,5,1,2,0,0.2857142857142857,0,10,-5.208,-2.092,3.116,0.234,-43887.493,-43881.299,-43888.632,-1.139,6.194
hc_c38h22_0pent_553,c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8c9ccccc9ccc78)cc65)cc43)cc2c1,aalalal,0,2,1,3,0,0.4285714285714285,2,9,-5.309,-1.978,3.331,0.018,-39713.342,-39707.031,-39714.343,-1.001,6.311
hc_c42h24_0pent_4792,c1ccc2cc3c(ccc4ccc5cc6cc7c8ccccc8c8ccc9ccccc9c8c7cc6cc5c43)cc2c1,aa()llaal,1,2,2,1,1,0.4285714285714285,0,10,-5.012,-2.311,2.701,0.138,-43887.793,-43881.76,-43889.105,-1.312,6.033
hc_c42h24_0pent_3161,c1ccc2c(c1)ccc1cc3ccc4c(ccc5c4ccc4c6c7ccccc7ccc6c6ccccc6c54)c3cc12,aa()aaala,1,5,1,1,0,0.1428571428571428,0,10,-5.357,-1.916,3.442,0.357,-43888.049,-43881.697,-43889.013,-0.965,6.351
hc_c42h24_0pent_3988,c1ccc2cc3c(ccc4c3ccc3c4ccc4c5ccccc5c5c6cc7ccccc7cc6ccc5c34)cc2c1,laaaa()al,1,5,1,2,0,0.2857142857142857,0,10,-5.233,-2.055,3.179,0.138,-43887.801,-43881.592,-43888.91,-1.109,6.209
hc_c42h24_0pent_1540,c1ccc2c(c1)ccc1cc3ccc4ccc5c6ccc7c8ccc9ccccc9c8ccc7c6ccc5c4c3cc12,aaaaaala,0,6,1,1,0,0.125,0,10,-5.411,-1.891,3.519,0.148,-43888.438,-43882.024,-43889.332,-0.894,6.415
hc_c42h24_0pent_5227,c1ccc2cc3cc4c(ccc5cc6c(ccc7cc8c9ccccc9c9ccccc9c8cc76)cc54)cc3cc2c1,llalala(),1,1,2,1,1,0.5714285714285714,2,10,-5.121,-2.242,2.879,0.037,-43888.434,-43882.263,-43889.647,-1.214,6.171
hc_c42h24_0pent_1187,c1ccc2cc3c(ccc4ccc5cc6c(cc5c43)c3ccc4ccccc4c3c3c4ccccc4ccc63)cc2c1,laala(a)a,1,3,1,2,0,0.2857142857142857,0,10,-5.19,-2.132,3.058,0.089,-43887.668,-43881.468,-43888.795,-1.127,6.2
hc_c42h24_0pent_3446,c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c4c4ccccc4c4ccc5ccc6ccccc6c5c43)cc12,aaa()aala,1,5,1,1,0,0.1428571428571428,0,10,-5.387,-1.88,3.507,0.382,-43887.861,-43881.447,-43888.781,-0.92,6.415
hc_c38h22_0pent_1470,c1ccc2c(c1)ccc1cc3cc4c(ccc5c4ccc4c5ccc5ccc6ccccc6c54)cc3cc12,allaaaa,0,4,2,1,0,0.2857142857142857,0,9,-5.131,-2.199,2.931,0.066,-39712.965,-39706.773,-39714.131,-1.165,6.192
hc_c42h24_0pent_5321,c1ccc2cc3c(ccc4c5cc6cc7ccc8ccccc8c7cc6cc5c5cc6ccccc6cc5c34)cc2c1,alla(l)al,1,1,2,1,1,0.5714285714285714,0,10,-5.112,-2.209,2.903,0.083,-43888.041,-43881.947,-43889.301,-1.26,6.094
hc_c42h24_0pent_4004,c1ccc2cc3c(ccc4c3ccc3ccc5c6ccc7ccccc7c6c6c7ccccc7ccc6c5c34)cc2c1,aa(a)aaal,1,6,1,1,0,0.1428571428571428,0,10,-5.282,-1.996,3.286,0.125,-43887.32,-43881.021,-43888.333,-1.013,6.3
hc_c42h24_0pent_6351,c1ccc2c(c1)ccc1cc3cc4cc5c6ccccc6c6cc7ccc8ccccc8c7cc6c5cc4cc3cc12,ala()llla,1,1,3,1,1,0.5714285714285714,0,10,-4.983,-2.424,2.558,0.134,-43888.368,-43882.351,-43889.779,-1.411,6.018
hc_c38h22_0pent_14,c1ccc2c(c1)ccc1ccc3c4ccc5ccccc5c4c4c(ccc5ccc6ccccc6c54)c3c12,aaa(a)aa,1,6,0,0,0,0.0,0,9,-5.424,-1.815,3.609,0.106,-39711.972,-39705.49,-39712.78,-0.808,6.482
hc_c34h20_0pent_308,c1ccc2c(c1)ccc1cc3c(cc12)c1c2ccccc2ccc1c1ccc2ccccc2c13,aa(a)la,1,3,1,1,0,0.2,0,8,-5.354,-1.885,3.469,0.196,-35537.593,-35531.135,-35538.407,-0.814,6.458
hc_c42h24_0pent_5958,c1ccc2cc3cc4c(cc3cc2c1)c1ccc2ccccc2c1c1c2cc3c(ccc5ccccc53)cc2ccc41,lla(a)ala,1,3,2,1,1,0.4285714285714285,0,10,-5.043,-2.292,2.751,0.268,-43887.769,-43881.726,-43889.057,-1.289,6.043
hc_c42h24_0pent_4161,c1ccc2cc3c(ccc4c3ccc3c5ccc6ccccc6c5c5cc6c(ccc7ccccc76)cc5c43)cc2c1,ala(a)aal,1,4,1,2,0,0.2857142857142857,0,10,-5.334,-1.958,3.375,0.198,-43888.059,-43881.745,-43889.066,-1.007,6.314
hc_c42h24_0pent_3185,c1ccc2cc3c(ccc4c3ccc3c4ccc4c5ccc6ccccc6c5c5c6ccccc6ccc5c34)cc2c1,aa(a)aaal,1,6,1,1,0,0.1428571428571428,0,10,-5.321,-1.961,3.36,0.044,-43887.605,-43881.274,-43888.581,-0.976,6.33
hc_c34h20_0pent_290,c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5cc6ccccc6cc5c43)cc2c1,la()aal,1,3,1,2,0,0.4,0,8,-5.417,-1.869,3.548,0.137,-35537.646,-35531.128,-35538.466,-0.819,6.518
hc_c38h22_0pent_93,c1ccc2c(c1)ccc1c2ccc2c3ccc4ccccc4c3c3c4ccc5ccccc5c4ccc3c12,aaa(a)aa,1,6,0,0,0,0.0,0,9,-5.527,-1.718,3.809,0.258,-39712.596,-39706.03,-39713.307,-0.712,6.566
hc_c34h20_0pent_74,c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3c(ccc4ccc5ccccc5c43)c12,aaa()aa,1,5,0,0,0,0.0,0,8,-5.495,-1.74,3.754,0.126,-35537.202,-35530.635,-35537.92,-0.718,6.567
hc_c42h24_0pent_5877,c1ccc2cc3c(ccc4c5cc6cc7c(cc6cc5ccc34)c3ccccc3c3cc4ccccc4cc37)cc2c1,la()llaal,1,2,2,1,1,0.5714285714285714,0,10,-5.112,-2.258,2.854,0.03,-43888.332,-43882.207,-43889.614,-1.282,6.125
hc_c38h22_0pent_435,c1ccc2cc3c(ccc4c5ccccc5c5c(ccc6c7ccccc7c7ccccc7c65)c34)cc2c1,a()aa()al,2,4,1,1,0,0.2,0,9,-5.23,-2.039,3.192,0.154,-39712.354,-39706.052,-39713.345,-0.991,6.302
hc_c42h24_0pent_6202,c1ccc2cc3cc4cc5c(ccc6ccc7cc8cc9cc%10ccccc%10cc9cc8cc7c65)cc4cc3cc2c1,lllaalll,0,2,3,2,0,0.75,0,10,-4.625,-2.763,1.863,0.074,-43887.22,-43881.633,-43889.036,-1.816,5.587
hc_c42h24_0pent_2889,c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c1ccc1ccc3cc4ccc5ccccc5c4cc3c12,alaaaa()l,1,4,1,2,0,0.2857142857142857,0,10,-5.292,-2.004,3.288,0.158,-43887.952,-43881.658,-43888.98,-1.027,6.295
hc_c42h24_0pent_2856,c1ccc2cc3c(ccc4c5ccccc5c5c6c7ccccc7ccc6c6c7ccccc7ccc6c5c34)cc2c1,aa(a)a()al,2,5,1,1,0,0.1666666666666666,0,10,-5.195,-2.04,3.155,0.159,-43886.892,-43880.675,-43887.943,-1.051,6.217
hc_c42h24_0pent_276,c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3c4ccc5ccc6ccc7ccccc7c6c5c4ccc3c12,aaaaa()aa,1,7,0,0,0,0.0,0,10,-5.434,-1.773,3.661,0.095,-43887.561,-43881.114,-43888.355,-0.794,6.447
hc_c42h24_0pent_901,c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2ccc4c5ccccc5c5ccc6ccccc6c5c4c2c13,aa()aaa()l,2,5,1,1,0,0.1666666666666666,0,10,-5.282,-1.861,3.421,0.306,-43887.334,-43880.964,-43888.148,-0.813,6.371
hc_c42h24_0pent_1834,c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1c3ccc2c3ccccc3c3cc4ccccc4cc3c21,la(l)aa()l,2,2,1,3,0,0.5,0,10,-5.372,-1.914,3.457,0.122,-43887.916,-43881.465,-43888.835,-0.919,6.452
hc_c34h20_0pent_218,c1ccc2cc3c(ccc4c5c6ccccc6ccc5c5c6ccccc6ccc5c34)cc2c1,aa(a)al,1,4,1,1,0,0.2,0,8,-5.286,-1.965,3.321,0.186,-35537.025,-35530.617,-35537.907,-0.882,6.408
hc_c42h24_0pent_1460,c1ccc2cc3c(ccc4c5ccccc5c5c6ccccc6c6ccc7c8ccccc8ccc7c6c5c34)cc2c1,aaa()a()al,2,5,1,1,0,0.1666666666666666,0,10,-5.188,-1.952,3.236,0.22,-43887.473,-43881.247,-43888.411,-0.937,6.226
hc_c42h24_0pent_1891,c1ccc2c(c1)ccc1cc3c(cc12)c1ccc2c4ccccc4ccc2c1c1cc2c(ccc4ccccc42)cc31,ala(la)aa,1,3,1,2,0,0.2857142857142857,0,10,-5.418,-1.833,3.585,0.152,-43888.427,-43882.026,-43889.312,-0.885,6.402
hc_c42h24_0pent_4151,c1ccc2cc3c(ccc4c3c3ccc5cc6ccccc6cc5c3c3ccc5ccc6ccccc6c5c43)cc2c1,aaa(al)al,1,4,1,2,0,0.2857142857142857,0,10,-5.167,-2.142,3.025,0.217,-43887.159,-43881.004,-43888.342,-1.183,6.155
hc_c42h24_0pent_2146,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c(ccc4c5ccccc5c5ccc6ccccc6c5c24)cc31,la()laa()a,2,3,1,2,0,0.3333333333333333,0,10,-5.42,-1.865,3.554,0.347,-43887.994,-43881.554,-43888.858,-0.864,6.441
hc_c42h24_0pent_5054,c1ccc2cc3cc4c(ccc5cc6ccc7c8ccccc8c8c9ccccc9ccc8c7c6cc54)cc3cc2c1,llalaa()a,1,3,2,1,1,0.4285714285714285,1,10,-5.133,-2.194,2.938,0.193,-43887.762,-43881.537,-43888.907,-1.146,6.225
hc_c42h24_0pent_6132,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)c1c(ccc2ccc3ccccc3c21)c1ccc2ccccc2c14,alla(a)aa,1,4,2,1,0,0.2857142857142857,0,10,-5.081,-2.156,2.926,0.266,-43887.78,-43881.66,-43888.931,-1.151,6.119
hc_c42h24_0pent_5703,c1ccc2cc3cc4c(ccc5c6ccc7c8ccccc8ccc7c6c6ccc7ccccc7c6c45)cc3cc2c1,llaa(a)aa,1,5,2,1,0,0.2857142857142857,0,10,-4.964,-2.3,2.664,0.096,-43887.37,-43881.342,-43888.647,-1.277,6.028
hc_c42h24_0pent_518,c1ccc2c(c1)ccc1ccc3c4ccc5c6c7ccccc7ccc6c6ccc7ccccc7c6c5c4ccc3c12,aaaaa(a)a,1,7,0,0,0,0.0,0,10,-5.459,-1.831,3.628,0.175,-43887.479,-43881.023,-43888.348,-0.87,6.455
hc_c42h24_0pent_1060,c1ccc2cc3c(cc2c1)c1c2cc4c(ccc5ccccc54)cc2ccc1c1c2ccccc2c2ccccc2c31,alaa(l)a(),2,2,1,2,0,0.3333333333333333,0,10,-5.13,-2.126,3.005,0.281,-43887.764,-43881.629,-43888.909,-1.145,6.136
hc_c38h22_0pent_334,c1ccc2c(c1)ccc1cc3c(ccc4ccc5cc6ccc7ccc8ccccc8c7c6cc5c43)cc12,aalaala,0,2,1,2,0,0.2857142857142857,0,9,-5.209,-2.085,3.124,0.27,-39712.787,-39706.522,-39713.807,-1.021,6.265
hc_c38h22_0pent_740,c1ccc2c(c1)ccc1ccc3c4cc5c(ccc6ccc7ccc8ccccc8c7c65)cc4ccc3c12,aaalaaa,0,3,1,1,0,0.1428571428571428,0,9,-5.306,-1.931,3.375,0.313,-39712.55,-39706.15,-39713.424,-0.874,6.4
hc_c42h24_0pent_1357,c1ccc2c(c1)ccc1c2ccc2ccc3cc4c(cc3c21)c1ccccc1c1c2ccc3ccccc3c2ccc41,aaala()aa,1,3,1,1,0,0.1428571428571428,0,10,-5.455,-1.852,3.603,0.186,-43888.116,-43881.653,-43888.992,-0.876,6.463
hc_c42h24_0pent_4965,c1ccc2cc3cc4c(ccc5ccc6c(ccc7ccc8c(ccc9ccc%10ccccc%10c98)c76)c54)cc3cc2c1,llaaaaaa,0,6,2,1,0,0.25,0,10,-5.039,-2.275,2.764,0.08,-43887.353,-43881.256,-43888.593,-1.24,6.096
hc_c42h24_0pent_1545,c1ccc2cc3c(ccc4ccc5c6ccc7c(ccc8ccc9c%10ccccc%10ccc9c87)c6ccc5c43)cc2c1,aaaaaaal,0,7,1,1,0,0.125,0,10,-5.348,-1.956,3.392,0.076,-43888.044,-43881.671,-43889.0,-0.956,6.372
hc_c42h24_0pent_3378,c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2c1ccc1ccc3ccc4ccc5ccccc5c4c3c12,aaaaaa()l,1,6,1,1,0,0.1428571428571428,0,10,-5.335,-1.895,3.44,0.231,-43887.457,-43881.039,-43888.361,-0.904,6.418
hc_c42h24_0pent_667,c1ccc2c(c1)ccc1c2c2ccccc2c2ccc3c4ccccc4c4c(ccc5ccc6ccccc6c54)c3c21,aaa()aa()a,2,6,0,0,0,0.0,0,10,-5.411,-1.898,3.513,0.06,-43887.175,-43880.772,-43888.118,-0.943,6.403
hc_c42h24_0pent_1424,c1ccc2c(c1)ccc1c2ccc2c3ccc4cc5ccc6ccc7c8ccccc8ccc7c6c5cc4c3ccc12,aaalaaaa,0,4,1,1,0,0.125,0,10,-5.358,-1.936,3.422,0.115,-43888.402,-43882.025,-43889.345,-0.943,6.377
hc_c42h24_0pent_3908,c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6c7ccccc7ccc6c6ccccc6c5c34)cc2c1,aa()aa()al,2,5,1,1,0,0.1666666666666666,0,10,-5.24,-1.966,3.273,0.472,-43887.331,-43881.023,-43888.301,-0.97,6.307
hc_c42h24_0pent_5359,c1ccc2cc3cc4c(cc3cc2c1)c1cc2ccccc2cc1c1c2ccccc2c2c3ccccc3ccc2c41,lla(l)a()a,2,2,2,1,1,0.5,0,10,-5.098,-2.186,2.912,0.152,-43887.389,-43881.294,-43888.58,-1.191,6.094
hc_c38h22_0pent_1255,c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5c(ccc6ccc7ccccc7c65)cc4cc3c21,aallaaa,0,3,2,1,0,0.2857142857142857,0,9,-5.069,-2.261,2.808,0.066,-39712.649,-39706.512,-39713.876,-1.227,6.137
hc_c26h16_0pent_23,c1ccc2cc3c(ccc4c5cc6ccccc6cc5ccc34)cc2c1,laal,0,2,1,2,0,0.5,0,6,-5.195,-2.08,3.115,0.0,-27187.336,-27180.944,-27188.259,-0.923,6.392
hc_c38h22_0pent_780,c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5ccc6cc7ccccc7cc6c5c43)cc2c1,laaaaal,0,5,1,2,0,0.2857142857142857,0,9,-5.318,-1.983,3.335,0.094,-39712.657,-39706.288,-39713.622,-0.965,6.369
hc_c38h22_0pent_809,c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3c5cc6ccc7ccccc7c6cc5ccc34)cc12,alaaala,0,3,1,2,0,0.2857142857142857,0,9,-5.417,-1.839,3.578,0.025,-39713.423,-39707.001,-39714.243,-0.82,6.422
hc_c42h24_0pent_2014,c1ccc2cc3c(ccc4cc5c(cc43)c3c4ccccc4ccc3c3ccc4c6ccccc6ccc4c35)cc2c1,lala(a)aa,1,4,1,2,0,0.2857142857142857,1,10,-5.356,-1.884,3.471,0.25,-43888.087,-43881.729,-43889.013,-0.927,6.358
hc_c42h24_0pent_2970,c1ccc2c(c1)ccc1cc3ccc4c(ccc5c4ccc4ccc6c7ccc8ccccc8c7ccc6c45)c3cc12,aaaaaala,0,6,1,1,0,0.125,0,10,-5.413,-1.871,3.542,0.137,-43888.415,-43882.005,-43889.312,-0.897,6.41
hc_c38h22_0pent_501,c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1c3ccc2ccc3ccc4ccccc4c3c21,la(l)aaa,1,3,1,2,0,0.3333333333333333,0,9,-5.344,-1.868,3.476,0.212,-39712.485,-39706.081,-39713.369,-0.884,6.404
hc_c42h24_0pent_2041,c1ccc2cc3c(ccc4cc5c(ccc6ccc7c8ccc9ccccc9c8c8ccccc8c7c65)cc43)cc2c1,lalaaa()a,1,4,1,2,0,0.2857142857142857,1,10,-5.38,-1.878,3.502,0.139,-43887.583,-43881.212,-43888.5,-0.916,6.371
hc_c38h22_0pent_554,c1ccc2cc3c(ccc4cc5c(ccc6cc7c(ccc8cc9ccccc9cc87)cc65)cc43)cc2c1,lalalal,0,1,1,4,0,0.5714285714285714,3,9,-5.337,-1.911,3.426,0.098,-39713.28,-39706.962,-39714.248,-0.968,6.317
hc_c42h24_0pent_4206,c1ccc2cc3c(ccc4cc5c(ccc6ccc7c8cc9c(ccc%10ccccc%109)cc8ccc7c65)cc43)cc2c1,lalaaala,0,3,1,3,0,0.375,1,10,-5.351,-1.935,3.417,0.198,-43888.324,-43882.012,-43889.331,-1.008,6.312
hc_c42h24_0pent_4752,c1ccc2cc3cc4c(ccc5c6ccccc6c6cc7c(ccc8ccc9ccccc9c87)cc6c45)cc3cc2c1,llaa()laa,1,2,2,1,1,0.4285714285714285,0,10,-4.953,-2.369,2.584,0.051,-43887.697,-43881.712,-43889.053,-1.355,5.986
hc_c42h24_0pent_4867,c1ccc2cc3cc4c(ccc5ccc6c7ccccc7c7ccc8c9ccccc9ccc8c7c6c54)cc3cc2c1,llaaa()aa,1,5,2,1,0,0.2857142857142857,0,10,-4.957,-2.186,2.771,0.283,-43887.22,-43881.137,-43888.314,-1.094,6.083
hc_c42h24_0pent_3845,c1ccc2cc3c(ccc4c5cc6c(ccc7cc8c9ccccc9c9ccccc9c8cc76)cc5ccc34)cc2c1,laalala(),1,2,1,3,0,0.4285714285714285,1,10,-5.259,-2.068,3.191,0.111,-43888.55,-43882.259,-43889.613,-1.063,6.291
hc_c42h24_0pent_2090,c1ccc2c(c1)ccc1cc3c(ccc4cc5c(ccc6cc7c(ccc8c9ccccc9ccc78)cc65)cc43)cc12,aalalala,0,2,1,3,0,0.375,2,10,-5.333,-1.943,3.39,0.058,-43888.721,-43882.428,-43889.725,-1.003,6.294
hc_c42h24_0pent_1927,c1ccc2cc3c(cc2c1)c1cc2ccccc2cc1c1cc2c(ccc4ccc5ccc6ccccc6c5c42)cc31,la(l)laaa,1,3,1,3,0,0.4285714285714285,0,10,-5.482,-1.895,3.587,0.357,-43888.014,-43881.495,-43888.888,-0.873,6.519
hc_c42h24_0pent_307,c1ccc2c(c1)ccc1c2ccc2ccc3c(c4ccccc4c4c5c6ccccc6ccc5c5ccccc5c34)c21,aa()a()aaa,2,6,0,0,0,0.0,0,10,-5.401,-1.856,3.545,0.477,-43886.814,-43880.422,-43887.724,-0.91,6.393
